id, order, scheduledStopPointRef, forAlighting, forBoarding, journeyPatternRef
113357009237587001_15,16,113357009237587001_15,1,1,113357009237587001
113357009237587001_16,17,113357009237587001_16,1,1,113357009237587001
113357009237587001_17,18,113357009237587001_17,1,1,113357009237587001
113357009237587001_18,19,113357009237587001_18,1,1,113357009237587001
113357009237587001_19,20,113357009237587001_19,1,1,113357009237587001
113357009237587001_20,21,113357009237587001_20,1,1,113357009237587001
113357009237587001_21,22,113357009237587001_21,1,1,113357009237587001
113357009237587001_22,23,113357009237587001_22,1,2,113357009237587001
113357009237587001_23,24,113357009237587001_23,1,1,113357009237587001
113359572237587001_1,2,113359572237587001_1,2,1,113359572237587001
113359572237587001_2,3,113359572237587001_2,1,1,113359572237587001
113359572237587001_3,4,113359572237587001_3,1,1,113359572237587001
113359572237587001_4,5,113359572237587001_4,1,1,113359572237587001
113359572237587001_5,6,113359572237587001_5,1,1,113359572237587001
113359572237587001_6,7,113359572237587001_6,1,1,113359572237587001
113359572237587001_7,8,113359572237587001_7,1,1,113359572237587001
113359572237587001_8,9,113359572237587001_8,1,1,113359572237587001
113359572237587001_9,10,113359572237587001_9,1,1,113359572237587001
113359572237587001_10,11,113359572237587001_10,1,2,113359572237587001
113359572237587001_11,12,113359572237587001_11,1,1,113359572237587001
113356994237587001_1,2,113356994237587001_1,2,1,113356994237587001
113356994237587001_2,3,113356994237587001_2,1,1,113356994237587001
113356994237587001_3,4,113356994237587001_3,1,1,113356994237587001
113356994237587001_4,5,113356994237587001_4,1,1,113356994237587001
113356994237587001_5,6,113356994237587001_5,1,1,113356994237587001
113356994237587001_6,7,113356994237587001_6,1,1,113356994237587001
113356994237587001_7,8,113356994237587001_7,1,1,113356994237587001
113356994237587001_8,9,113356994237587001_8,1,1,113356994237587001
113356994237587001_9,10,113356994237587001_9,1,1,113356994237587001
113356994237587001_10,11,113356994237587001_10,1,1,113356994237587001
113356994237587001_11,12,113356994237587001_11,1,1,113356994237587001
113356994237587001_12,13,113356994237587001_12,1,1,113356994237587001
113356994237587001_13,14,113356994237587001_13,1,1,113356994237587001
113356994237587001_14,15,113356994237587001_14,1,1,113356994237587001
113356994237587001_15,16,113356994237587001_15,1,1,113356994237587001
113356994237587001_16,17,113356994237587001_16,1,1,113356994237587001
113356994237587001_17,18,113356994237587001_17,1,1,113356994237587001
113356994237587001_18,19,113356994237587001_18,1,1,113356994237587001
113356994237587001_19,20,113356994237587001_19,1,1,113356994237587001
113356994237587001_20,21,113356994237587001_20,1,1,113356994237587001
113356994237587001_21,22,113356994237587001_21,1,1,113356994237587001
113356994237587001_22,23,113356994237587001_22,1,1,113356994237587001
113356994237587001_23,24,113356994237587001_23,1,1,113356994237587001
113356994237587001_24,25,113356994237587001_24,1,2,113356994237587001
113356997237587001_1,2,113356997237587001_1,2,1,113356997237587001
113356997237587001_2,3,113356997237587001_2,1,1,113356997237587001
113356997237587001_3,4,113356997237587001_3,1,1,113356997237587001
113356997237587001_4,5,113356997237587001_4,1,1,113356997237587001
113356997237587001_5,6,113356997237587001_5,1,1,113356997237587001
113356997237587001_6,7,113356997237587001_6,1,1,113356997237587001
113356997237587001_7,8,113356997237587001_7,1,1,113356997237587001
113356997237587001_8,9,113356997237587001_8,1,1,113356997237587001
113356997237587001_9,10,113356997237587001_9,1,1,113356997237587001
113356997237587001_10,11,113356997237587001_10,1,1,113356997237587001
113356997237587001_11,12,113356997237587001_11,1,1,113356997237587001
113356997237587001_12,13,113356997237587001_12,1,1,113356997237587001
113356997237587001_13,14,113356997237587001_13,1,1,113356997237587001
113356997237587001_14,15,113356997237587001_14,1,1,113356997237587001
113356997237587001_15,16,113356997237587001_15,1,2,113356997237587001
113358367237587001_1,2,113358367237587001_1,2,1,113358367237587001
113358367237587001_2,3,113358367237587001_2,1,1,113358367237587001
113358367237587001_3,4,113358367237587001_3,1,1,113358367237587001
113358367237587001_4,5,113358367237587001_4,1,1,113358367237587001
113358367237587001_5,6,113358367237587001_5,1,1,113358367237587001
113358367237587001_6,7,113358367237587001_6,1,1,113358367237587001
113358367237587001_7,8,113358367237587001_7,1,1,113358367237587001
113358367237587001_8,9,113358367237587001_8,1,1,113358367237587001
113358367237587001_9,10,113358367237587001_9,1,1,113358367237587001
113358367237587001_10,11,113358367237587001_10,1,1,113358367237587001
113358367237587001_11,12,113358367237587001_11,1,2,113358367237587001
113358368237587001_1,2,113358368237587001_1,1,1,113358368237587001
113358368237587001_2,3,113358368237587001_2,1,1,113358368237587001
113358368237587001_3,4,113358368237587001_3,1,1,113358368237587001
113358368237587001_4,5,113358368237587001_4,1,1,113358368237587001
113358368237587001_5,6,113358368237587001_5,1,1,113358368237587001
113358368237587001_6,7,113358368237587001_6,1,1,113358368237587001
113358368237587001_7,8,113358368237587001_7,1,1,113358368237587001
113358368237587001_8,9,113358368237587001_8,1,1,113358368237587001
113358368237587001_9,10,113358368237587001_9,1,1,113358368237587001
113358368237587001_10,11,113358368237587001_10,1,2,113358368237587001
113677833238871002_1,2,113677833238871002_1,2,1,113677833238871002
113677833238871002_2,3,113677833238871002_2,1,1,113677833238871002
113677833238871002_3,4,113677833238871002_3,1,1,113677833238871002
113677833238871002_4,5,113677833238871002_4,1,1,113677833238871002
113677833238871002_5,6,113677833238871002_5,1,1,113677833238871002
113677833238871002_6,7,113677833238871002_6,1,1,113677833238871002
113677833238871002_7,8,113677833238871002_7,1,1,113677833238871002
113677833238871002_8,9,113677833238871002_8,1,1,113677833238871002
113677833238871002_9,10,113677833238871002_9,1,1,113677833238871002
113677833238871002_10,11,113677833238871002_10,1,1,113677833238871002
113677833238871002_11,12,113677833238871002_11,1,1,113677833238871002
113677833238871002_12,13,113677833238871002_12,1,1,113677833238871002
113677833238871002_13,14,113677833238871002_13,1,1,113677833238871002
113677833238871002_14,15,113677833238871002_14,1,1,113677833238871002
113677833238871002_15,16,113677833238871002_15,1,1,113677833238871002
113677833238871002_16,17,113677833238871002_16,1,1,113677833238871002
113677833238871002_17,18,113677833238871002_17,1,1,113677833238871002
113677833238871002_18,19,113677833238871002_18,1,1,113677833238871002
113677833238871002_19,20,113677833238871002_19,1,1,113677833238871002
113677833238871002_20,21,113677833238871002_20,1,1,113677833238871002
113677833238871002_21,22,113677833238871002_21,1,1,113677833238871002
113677833238871002_22,23,113677833238871002_22,1,1,113677833238871002
113677833238871002_23,24,113677833238871002_23,1,1,113677833238871002
113677833238871002_24,25,113677833238871002_24,1,1,113677833238871002
113677833238871002_25,26,113677833238871002_25,1,1,113677833238871002
113677833238871002_26,27,113677833238871002_26,1,1,113677833238871002
113677833238871002_27,28,113677833238871002_27,1,1,113677833238871002
113677833238871002_28,29,113677833238871002_28,1,1,113677833238871002
113677833238871002_29,30,113677833238871002_29,1,1,113677833238871002
113677833238871002_30,31,113677833238871002_30,1,1,113677833238871002
113677833238871002_31,32,113677833238871002_31,1,1,113677833238871002
113677836238871002_1,2,113677836238871002_1,2,1,113677836238871002
113677836238871002_2,3,113677836238871002_2,1,1,113677836238871002
113677836238871002_3,4,113677836238871002_3,1,1,113677836238871002
113677836238871002_4,5,113677836238871002_4,1,1,113677836238871002
113677836238871002_5,6,113677836238871002_5,1,1,113677836238871002
113677836238871002_6,7,113677836238871002_6,1,1,113677836238871002
113677836238871002_7,8,113677836238871002_7,1,1,113677836238871002
113677836238871002_8,9,113677836238871002_8,1,1,113677836238871002
113677836238871002_9,10,113677836238871002_9,1,1,113677836238871002
113677836238871002_10,11,113677836238871002_10,1,1,113677836238871002
113677836238871002_11,12,113677836238871002_11,1,1,113677836238871002
113677836238871002_12,13,113677836238871002_12,1,1,113677836238871002
113677836238871002_13,14,113677836238871002_13,1,1,113677836238871002
113677836238871002_14,15,113677836238871002_14,1,1,113677836238871002
113677836238871002_15,16,113677836238871002_15,1,1,113677836238871002
113677836238871002_16,17,113677836238871002_16,1,1,113677836238871002
113677836238871002_17,18,113677836238871002_17,1,1,113677836238871002
113677836238871002_18,19,113677836238871002_18,1,1,113677836238871002
113677836238871002_19,20,113677836238871002_19,1,1,113677836238871002
113677836238871002_20,21,113677836238871002_20,1,1,113677836238871002
113677836238871002_21,22,113677836238871002_21,1,1,113677836238871002
113677836238871002_22,23,113677836238871002_22,1,1,113677836238871002
113677836238871002_23,24,113677836238871002_23,1,1,113677836238871002
113677836238871002_24,25,113677836238871002_24,1,1,113677836238871002
113677836238871002_25,26,113677836238871002_25,1,1,113677836238871002
113677836238871002_26,27,113677836238871002_26,1,1,113677836238871002
113677836238871002_27,28,113677836238871002_27,1,1,113677836238871002
113677836238871002_28,29,113677836238871002_28,1,1,113677836238871002
113677836238871002_29,30,113677836238871002_29,1,1,113677836238871002
113677836238871002_30,31,113677836238871002_30,1,1,113677836238871002
113677836238871002_31,32,113677836238871002_31,1,2,113677836238871002
113678639238876603_1,2,113678639238876603_1,2,1,113678639238876603
113678639238876603_2,3,113678639238876603_2,1,1,113678639238876603
113678639238876603_3,4,113678639238876603_3,1,1,113678639238876603
113678639238876603_4,5,113678639238876603_4,1,1,113678639238876603
113678639238876603_5,6,113678639238876603_5,1,1,113678639238876603
113678639238876603_6,7,113678639238876603_6,1,1,113678639238876603
113678639238876603_7,8,113678639238876603_7,1,1,113678639238876603
113678639238876603_8,9,113678639238876603_8,1,1,113678639238876603
113678639238876603_9,10,113678639238876603_9,1,1,113678639238876603
113678639238876603_10,11,113678639238876603_10,1,1,113678639238876603
113678639238876603_11,12,113678639238876603_11,1,1,113678639238876603
113678639238876603_12,13,113678639238876603_12,1,1,113678639238876603
113678639238876603_13,14,113678639238876603_13,1,1,113678639238876603
113678639238876603_14,15,113678639238876603_14,1,1,113678639238876603
113678639238876603_15,16,113678639238876603_15,1,1,113678639238876603
113678639238876603_16,17,113678639238876603_16,1,1,113678639238876603
113678639238876603_17,18,113678639238876603_17,1,1,113678639238876603
113678639238876603_18,19,113678639238876603_18,1,1,113678639238876603
113678639238876603_19,20,113678639238876603_19,1,1,113678639238876603
113678639238876603_20,21,113678639238876603_20,1,1,113678639238876603
113678639238876603_21,22,113678639238876603_21,1,1,113678639238876603
113678639238876603_22,23,113678639238876603_22,1,1,113678639238876603
113678639238876603_23,24,113678639238876603_23,1,1,113678639238876603
113678639238876603_24,25,113678639238876603_24,1,1,113678639238876603
113678639238876603_25,26,113678639238876603_25,1,1,113678639238876603
113678639238876603_26,27,113678639238876603_26,1,1,113678639238876603
113678639238876603_27,28,113678639238876603_27,1,1,113678639238876603
113678639238876603_28,29,113678639238876603_28,1,1,113678639238876603
113678639238876603_29,30,113678639238876603_29,1,1,113678639238876603
113678639238876603_30,31,113678639238876603_30,1,1,113678639238876603
113860368239492003_1,2,113860368239492003_1,2,1,113860368239492003
113860368239492003_2,3,113860368239492003_2,1,1,113860368239492003
113860368239492003_3,4,113860368239492003_3,1,1,113860368239492003
113860368239492003_4,5,113860368239492003_4,1,1,113860368239492003
113860368239492003_5,6,113860368239492003_5,1,1,113860368239492003
113860368239492003_6,7,113860368239492003_6,1,1,113860368239492003
113860368239492003_7,8,113860368239492003_7,1,1,113860368239492003
113860368239492003_8,9,113860368239492003_8,1,1,113860368239492003
113860368239492003_9,10,113860368239492003_9,1,1,113860368239492003
113860368239492003_10,11,113860368239492003_10,1,1,113860368239492003
113860368239492003_11,12,113860368239492003_11,1,1,113860368239492003
113860368239492003_12,13,113860368239492003_12,1,1,113860368239492003
113860368239492003_13,14,113860368239492003_13,1,1,113860368239492003
113860368239492003_14,15,113860368239492003_14,1,1,113860368239492003
113860368239492003_15,16,113860368239492003_15,1,1,113860368239492003
113860368239492003_16,17,113860368239492003_16,1,1,113860368239492003
113860368239492003_17,18,113860368239492003_17,1,1,113860368239492003
113860368239492003_18,19,113860368239492003_18,1,1,113860368239492003
113860368239492003_19,20,113860368239492003_19,1,1,113860368239492003
113860368239492003_20,21,113860368239492003_20,1,1,113860368239492003
113860368239492003_21,22,113860368239492003_21,1,1,113860368239492003
113860368239492003_22,23,113860368239492003_22,1,1,113860368239492003
113860368239492003_23,24,113860368239492003_23,1,1,113860368239492003
113860368239492003_24,25,113860368239492003_24,1,1,113860368239492003
113860368239492003_25,26,113860368239492003_25,1,1,113860368239492003
113860368239492003_26,27,113860368239492003_26,1,1,113860368239492003
113860368239492003_27,28,113860368239492003_27,1,1,113860368239492003
113860368239492003_28,29,113860368239492003_28,1,1,113860368239492003
113860368239492003_29,30,113860368239492003_29,1,1,113860368239492003
113860368239492003_30,31,113860368239492003_30,1,2,113860368239492003
113677834238871002_1,2,113677834238871002_1,2,1,113677834238871002
113677834238871002_2,3,113677834238871002_2,1,1,113677834238871002
113677834238871002_3,4,113677834238871002_3,1,1,113677834238871002
113677834238871002_4,5,113677834238871002_4,1,1,113677834238871002
113677834238871002_5,6,113677834238871002_5,1,1,113677834238871002
113677834238871002_6,7,113677834238871002_6,1,1,113677834238871002
113677834238871002_7,8,113677834238871002_7,1,1,113677834238871002
113677834238871002_8,9,113677834238871002_8,1,1,113677834238871002
113677834238871002_9,10,113677834238871002_9,1,1,113677834238871002
113677834238871002_10,11,113677834238871002_10,1,1,113677834238871002
113677834238871002_11,12,113677834238871002_11,1,1,113677834238871002
113677834238871002_12,13,113677834238871002_12,1,1,113677834238871002
113677834238871002_13,14,113677834238871002_13,1,1,113677834238871002
113677834238871002_14,15,113677834238871002_14,1,1,113677834238871002
113677834238871002_15,16,113677834238871002_15,1,1,113677834238871002
113677834238871002_16,17,113677834238871002_16,1,1,113677834238871002
113677834238871002_17,18,113677834238871002_17,1,1,113677834238871002
113677834238871002_18,19,113677834238871002_18,1,1,113677834238871002
113677834238871002_19,20,113677834238871002_19,1,1,113677834238871002
113677834238871002_20,21,113677834238871002_20,1,1,113677834238871002
113677834238871002_21,22,113677834238871002_21,1,1,113677834238871002
113677834238871002_22,23,113677834238871002_22,1,1,113677834238871002
113677834238871002_23,24,113677834238871002_23,1,1,113677834238871002
113677834238871002_24,25,113677834238871002_24,1,1,113677834238871002
113677834238871002_25,26,113677834238871002_25,1,1,113677834238871002
113677834238871002_26,27,113677834238871002_26,1,1,113677834238871002
113677834238871002_27,28,113677834238871002_27,1,1,113677834238871002
113677834238871002_28,29,113677834238871002_28,1,1,113677834238871002
113677834238871002_29,30,113677834238871002_29,1,2,113677834238871002
113836183239379008_1,2,113836183239379008_1,1,1,113836183239379008
113836183239379008_2,3,113836183239379008_2,1,1,113836183239379008
113836183239379008_3,4,113836183239379008_3,1,1,113836183239379008
113836183239379008_4,5,113836183239379008_4,1,1,113836183239379008
113836183239379008_5,6,113836183239379008_5,1,1,113836183239379008
113836183239379008_6,7,113836183239379008_6,1,1,113836183239379008
113836183239379008_7,8,113836183239379008_7,1,1,113836183239379008
113836183239379008_8,9,113836183239379008_8,1,1,113836183239379008
113836183239379008_9,10,113836183239379008_9,1,1,113836183239379008
113836183239379008_10,11,113836183239379008_10,1,1,113836183239379008
113836183239379008_11,12,113836183239379008_11,1,1,113836183239379008
113836183239379008_12,13,113836183239379008_12,1,1,113836183239379008
113836183239379008_13,14,113836183239379008_13,1,1,113836183239379008
113836183239379008_14,15,113836183239379008_14,1,1,113836183239379008
113836183239379008_15,16,113836183239379008_15,1,1,113836183239379008
113836183239379008_16,17,113836183239379008_16,1,2,113836183239379008
113836816239379008_1,2,113836816239379008_1,2,1,113836816239379008
113836816239379008_2,3,113836816239379008_2,1,1,113836816239379008
113836816239379008_3,4,113836816239379008_3,1,1,113836816239379008
113836816239379008_4,5,113836816239379008_4,1,1,113836816239379008
113836816239379008_5,6,113836816239379008_5,1,1,113836816239379008
113836816239379008_6,7,113836816239379008_6,1,1,113836816239379008
113836816239379008_7,8,113836816239379008_7,1,1,113836816239379008
113836816239379008_8,9,113836816239379008_8,1,1,113836816239379008
113836816239379008_9,10,113836816239379008_9,1,1,113836816239379008
113836816239379008_10,11,113836816239379008_10,1,1,113836816239379008
113836816239379008_11,12,113836816239379008_11,1,1,113836816239379008
113836816239379008_12,13,113836816239379008_12,1,1,113836816239379008
113836816239379008_13,14,113836816239379008_13,1,1,113836816239379008
113836816239379008_14,15,113836816239379008_14,1,1,113836816239379008
113836816239379008_15,16,113836816239379008_15,1,1,113836816239379008
113836816239379008_16,17,113836816239379008_16,1,1,113836816239379008
113836816239379008_17,18,113836816239379008_17,1,1,113836816239379008
113836816239379008_18,19,113836816239379008_18,1,1,113836816239379008
113836816239379008_19,20,113836816239379008_19,1,1,113836816239379008
113836816239379008_20,21,113836816239379008_20,1,1,113836816239379008
113836816239379008_21,22,113836816239379008_21,1,1,113836816239379008
113836816239379008_22,23,113836816239379008_22,1,1,113836816239379008
113836816239379008_23,24,113836816239379008_23,1,1,113836816239379008
113836816239379008_24,25,113836816239379008_24,1,1,113836816239379008
113836816239379008_25,26,113836816239379008_25,1,1,113836816239379008
113836816239379008_26,27,113836816239379008_26,1,1,113836816239379008
113836816239379008_27,28,113836816239379008_27,1,1,113836816239379008
113836816239379008_28,29,113836816239379008_28,1,1,113836816239379008
113836820239379008_1,2,113836820239379008_1,1,1,113836820239379008
113836820239379008_2,3,113836820239379008_2,1,1,113836820239379008
113836820239379008_3,4,113836820239379008_3,1,1,113836820239379008
113836820239379008_4,5,113836820239379008_4,1,1,113836820239379008
113836820239379008_5,6,113836820239379008_5,1,1,113836820239379008
113836820239379008_6,7,113836820239379008_6,1,1,113836820239379008
113836820239379008_7,8,113836820239379008_7,1,1,113836820239379008
113836820239379008_8,9,113836820239379008_8,1,1,113836820239379008
113836820239379008_9,10,113836820239379008_9,1,1,113836820239379008
113836820239379008_10,11,113836820239379008_10,1,1,113836820239379008
113836820239379008_11,12,113836820239379008_11,1,1,113836820239379008
113836820239379008_12,13,113836820239379008_12,1,1,113836820239379008
113836820239379008_13,14,113836820239379008_13,1,1,113836820239379008
113836820239379008_14,15,113836820239379008_14,1,1,113836820239379008
113836820239379008_15,16,113836820239379008_15,1,1,113836820239379008
113836820239379008_16,17,113836820239379008_16,1,1,113836820239379008
113836820239379008_17,18,113836820239379008_17,1,1,113836820239379008
113836820239379008_18,19,113836820239379008_18,1,1,113836820239379008
113836820239379008_19,20,113836820239379008_19,1,1,113836820239379008
113836820239379008_20,21,113836820239379008_20,1,1,113836820239379008
113836820239379008_21,22,113836820239379008_21,1,1,113836820239379008
113836820239379008_22,23,113836820239379008_22,1,1,113836820239379008
113836820239379008_23,24,113836820239379008_23,1,1,113836820239379008
113836820239379008_24,25,113836820239379008_24,1,1,113836820239379008
113836820239379008_25,26,113836820239379008_25,1,1,113836820239379008
113836820239379008_26,27,113836820239379008_26,1,1,113836820239379008
113836820239379008_27,28,113836820239379008_27,1,1,113836820239379008
113836820239379008_28,29,113836820239379008_28,1,1,113836820239379008
113836832239379008_1,2,113836832239379008_1,1,1,113836832239379008
113836832239379008_2,3,113836832239379008_2,1,1,113836832239379008
113836832239379008_3,4,113836832239379008_3,1,1,113836832239379008
113836832239379008_4,5,113836832239379008_4,1,1,113836832239379008
113836832239379008_5,6,113836832239379008_5,1,1,113836832239379008
113836832239379008_6,7,113836832239379008_6,1,1,113836832239379008
113836832239379008_7,8,113836832239379008_7,1,1,113836832239379008
113836832239379008_8,9,113836832239379008_8,1,1,113836832239379008
113836832239379008_9,10,113836832239379008_9,1,1,113836832239379008
113836832239379008_10,11,113836832239379008_10,1,1,113836832239379008
113836832239379008_11,12,113836832239379008_11,1,1,113836832239379008
113836832239379008_12,13,113836832239379008_12,1,1,113836832239379008
113836832239379008_13,14,113836832239379008_13,1,1,113836832239379008
113836832239379008_14,15,113836832239379008_14,1,1,113836832239379008
113836832239379008_15,16,113836832239379008_15,1,1,113836832239379008
113836832239379008_16,17,113836832239379008_16,1,1,113836832239379008
113836832239379008_17,18,113836832239379008_17,1,1,113836832239379008
113836832239379008_18,19,113836832239379008_18,1,1,113836832239379008
113836832239379008_19,20,113836832239379008_19,1,1,113836832239379008
113836832239379008_20,21,113836832239379008_20,1,1,113836832239379008
113836832239379008_21,22,113836832239379008_21,1,1,113836832239379008
113836832239379008_22,23,113836832239379008_22,1,1,113836832239379008
113836832239379008_23,24,113836832239379008_23,1,1,113836832239379008
113836832239379008_24,25,113836832239379008_24,1,1,113836832239379008
113836832239379008_25,26,113836832239379008_25,1,1,113836832239379008
113836832239379008_26,27,113836832239379008_26,1,1,113836832239379008
113836832239379008_27,28,113836832239379008_27,1,1,113836832239379008
113836832239379008_28,29,113836832239379008_28,1,1,113836832239379008
113836856239379008_1,2,113836856239379008_1,1,1,113836856239379008
113836856239379008_2,3,113836856239379008_2,1,1,113836856239379008
113836856239379008_3,4,113836856239379008_3,1,1,113836856239379008
113836856239379008_4,5,113836856239379008_4,1,1,113836856239379008
113836856239379008_5,6,113836856239379008_5,1,1,113836856239379008
113836856239379008_6,7,113836856239379008_6,1,1,113836856239379008
113836856239379008_7,8,113836856239379008_7,1,1,113836856239379008
113836856239379008_8,9,113836856239379008_8,1,1,113836856239379008
113836856239379008_9,10,113836856239379008_9,1,1,113836856239379008
113836856239379008_10,11,113836856239379008_10,1,1,113836856239379008
113836856239379008_11,12,113836856239379008_11,1,1,113836856239379008
113836856239379008_12,13,113836856239379008_12,1,1,113836856239379008
113836856239379008_13,14,113836856239379008_13,1,1,113836856239379008
113836856239379008_14,15,113836856239379008_14,1,1,113836856239379008
113836856239379008_15,16,113836856239379008_15,1,1,113836856239379008
113836856239379008_16,17,113836856239379008_16,1,1,113836856239379008
113836856239379008_17,18,113836856239379008_17,1,1,113836856239379008
113836856239379008_18,19,113836856239379008_18,1,1,113836856239379008
113836856239379008_19,20,113836856239379008_19,1,1,113836856239379008
113836856239379008_20,21,113836856239379008_20,1,1,113836856239379008
113836856239379008_21,22,113836856239379008_21,1,1,113836856239379008
113836856239379008_22,23,113836856239379008_22,1,1,113836856239379008
113836856239379008_23,24,113836856239379008_23,1,1,113836856239379008
113836856239379008_24,25,113836856239379008_24,1,1,113836856239379008
113836856239379008_25,26,113836856239379008_25,1,2,113836856239379008
113836879239379008_1,2,113836879239379008_1,2,1,113836879239379008
113836879239379008_2,3,113836879239379008_2,1,1,113836879239379008
113836879239379008_3,4,113836879239379008_3,1,1,113836879239379008
113836879239379008_4,5,113836879239379008_4,1,1,113836879239379008
113836879239379008_5,6,113836879239379008_5,1,1,113836879239379008
113836879239379008_6,7,113836879239379008_6,1,1,113836879239379008
113836879239379008_7,8,113836879239379008_7,1,1,113836879239379008
113836879239379008_8,9,113836879239379008_8,1,1,113836879239379008
113836879239379008_9,10,113836879239379008_9,1,1,113836879239379008
113836879239379008_10,11,113836879239379008_10,1,1,113836879239379008
113836879239379008_11,12,113836879239379008_11,1,1,113836879239379008
113836879239379008_12,13,113836879239379008_12,1,1,113836879239379008
113836879239379008_13,14,113836879239379008_13,1,1,113836879239379008
113836879239379008_14,15,113836879239379008_14,1,1,113836879239379008
113836879239379008_15,16,113836879239379008_15,1,1,113836879239379008
113836879239379008_16,17,113836879239379008_16,1,1,113836879239379008
113836879239379008_17,18,113836879239379008_17,1,1,113836879239379008
113836879239379008_18,19,113836879239379008_18,1,1,113836879239379008
113836879239379008_19,20,113836879239379008_19,1,1,113836879239379008
113836879239379008_20,21,113836879239379008_20,1,1,113836879239379008
113836879239379008_21,22,113836879239379008_21,1,1,113836879239379008
113836879239379008_22,23,113836879239379008_22,1,1,113836879239379008
113836879239379008_23,24,113836879239379008_23,1,1,113836879239379008
113836879239379008_24,25,113836879239379008_24,1,1,113836879239379008
113836879239379008_25,26,113836879239379008_25,1,1,113836879239379008
113836879239379008_26,27,113836879239379008_26,1,1,113836879239379008
113836879239379008_27,28,113836879239379008_27,1,1,113836879239379008
113836879239379008_28,29,113836879239379008_28,1,1,113836879239379008
113836915239379008_1,2,113836915239379008_1,1,1,113836915239379008
113836915239379008_2,3,113836915239379008_2,1,1,113836915239379008
113836915239379008_3,4,113836915239379008_3,1,1,113836915239379008
113836915239379008_4,5,113836915239379008_4,1,1,113836915239379008
113836915239379008_5,6,113836915239379008_5,1,1,113836915239379008
113836915239379008_6,7,113836915239379008_6,1,1,113836915239379008
113836915239379008_7,8,113836915239379008_7,1,1,113836915239379008
113836915239379008_8,9,113836915239379008_8,1,1,113836915239379008
113836915239379008_9,10,113836915239379008_9,1,1,113836915239379008
113836915239379008_10,11,113836915239379008_10,1,1,113836915239379008
113836915239379008_11,12,113836915239379008_11,1,1,113836915239379008
113836915239379008_12,13,113836915239379008_12,1,1,113836915239379008
113836915239379008_13,14,113836915239379008_13,1,1,113836915239379008
113836915239379008_14,15,113836915239379008_14,1,1,113836915239379008
113836915239379008_15,16,113836915239379008_15,1,1,113836915239379008
113836915239379008_16,17,113836915239379008_16,1,1,113836915239379008
113836915239379008_17,18,113836915239379008_17,1,1,113836915239379008
113836915239379008_18,19,113836915239379008_18,1,1,113836915239379008
113836915239379008_19,20,113836915239379008_19,1,1,113836915239379008
113836915239379008_20,21,113836915239379008_20,1,1,113836915239379008
113836915239379008_21,22,113836915239379008_21,1,1,113836915239379008
113836915239379008_22,23,113836915239379008_22,1,1,113836915239379008
113836915239379008_23,24,113836915239379008_23,1,1,113836915239379008
113836915239379008_24,25,113836915239379008_24,1,1,113836915239379008
113836915239379008_25,26,113836915239379008_25,1,1,113836915239379008
113836915239379008_26,27,113836915239379008_26,1,1,113836915239379008
113836915239379008_27,28,113836915239379008_27,1,1,113836915239379008
113836915239379008_28,29,113836915239379008_28,1,2,113836915239379008
113836934239379008_1,2,113836934239379008_1,1,1,113836934239379008
113836934239379008_2,3,113836934239379008_2,1,1,113836934239379008
113836934239379008_3,4,113836934239379008_3,1,1,113836934239379008
113836934239379008_4,5,113836934239379008_4,1,1,113836934239379008
113836934239379008_5,6,113836934239379008_5,1,1,113836934239379008
113836934239379008_6,7,113836934239379008_6,1,1,113836934239379008
113836934239379008_7,8,113836934239379008_7,1,1,113836934239379008
113836934239379008_8,9,113836934239379008_8,1,1,113836934239379008
113836934239379008_9,10,113836934239379008_9,1,1,113836934239379008
113836934239379008_10,11,113836934239379008_10,1,1,113836934239379008
113836934239379008_11,12,113836934239379008_11,1,1,113836934239379008
113836934239379008_12,13,113836934239379008_12,1,1,113836934239379008
113836934239379008_13,14,113836934239379008_13,1,1,113836934239379008
113836934239379008_14,15,113836934239379008_14,1,1,113836934239379008
113836934239379008_15,16,113836934239379008_15,1,1,113836934239379008
113836934239379008_16,17,113836934239379008_16,1,1,113836934239379008
113836934239379008_17,18,113836934239379008_17,1,1,113836934239379008
113836934239379008_18,19,113836934239379008_18,1,1,113836934239379008
113836934239379008_19,20,113836934239379008_19,1,1,113836934239379008
113836934239379008_20,21,113836934239379008_20,1,1,113836934239379008
113836934239379008_21,22,113836934239379008_21,1,1,113836934239379008
113836934239379008_22,23,113836934239379008_22,1,1,113836934239379008
113836934239379008_23,24,113836934239379008_23,1,1,113836934239379008
113836934239379008_24,25,113836934239379008_24,1,1,113836934239379008
113836934239379008_25,26,113836934239379008_25,1,1,113836934239379008
113836934239379008_26,27,113836934239379008_26,1,1,113836934239379008
113836934239379008_27,28,113836934239379008_27,1,1,113836934239379008
113836934239379008_28,29,113836934239379008_28,1,2,113836934239379008
113837041239379008_1,2,113837041239379008_1,2,1,113837041239379008
113837041239379008_2,3,113837041239379008_2,1,1,113837041239379008
113837041239379008_3,4,113837041239379008_3,1,1,113837041239379008
113837041239379008_4,5,113837041239379008_4,1,1,113837041239379008
113921308239942608_1,2,113921308239942608_1,1,1,113921308239942608
113921308239942608_2,3,113921308239942608_2,1,1,113921308239942608
113921308239942608_3,4,113921308239942608_3,1,1,113921308239942608
113921308239942608_4,5,113921308239942608_4,1,1,113921308239942608
113921308239942608_5,6,113921308239942608_5,1,1,113921308239942608
113921308239942608_6,7,113921308239942608_6,1,1,113921308239942608
