id, order, scheduledStopPointRef, forAlighting, forBoarding, journeyPatternRef
114070891240551604_2,3,114070891240551604_2,1,1,114070891240551604
114070891240551604_3,4,114070891240551604_3,1,1,114070891240551604
114070891240551604_4,5,114070891240551604_4,1,1,114070891240551604
114070891240551604_5,6,114070891240551604_5,1,1,114070891240551604
114070891240551604_6,7,114070891240551604_6,1,1,114070891240551604
114070891240551604_7,8,114070891240551604_7,1,1,114070891240551604
114070891240551604_8,9,114070891240551604_8,1,1,114070891240551604
114070891240551604_9,10,114070891240551604_9,1,1,114070891240551604
114070891240551604_10,11,114070891240551604_10,1,1,114070891240551604
114070891240551604_11,12,114070891240551604_11,1,1,114070891240551604
114070891240551604_12,13,114070891240551604_12,1,1,114070891240551604
114070891240551604_13,14,114070891240551604_13,1,1,114070891240551604
114070891240551604_14,15,114070891240551604_14,1,1,114070891240551604
114070891240551604_15,16,114070891240551604_15,1,1,114070891240551604
114070891240551604_16,17,114070891240551604_16,1,1,114070891240551604
114070891240551604_17,18,114070891240551604_17,1,1,114070891240551604
114070891240551604_18,19,114070891240551604_18,1,1,114070891240551604
114070891240551604_19,20,114070891240551604_19,1,1,114070891240551604
114070917240551604_1,2,114070917240551604_1,2,1,114070917240551604
114070917240551604_2,3,114070917240551604_2,1,1,114070917240551604
114070917240551604_3,4,114070917240551604_3,1,1,114070917240551604
114070917240551604_4,5,114070917240551604_4,1,1,114070917240551604
114070917240551604_5,6,114070917240551604_5,1,1,114070917240551604
114070917240551604_6,7,114070917240551604_6,1,1,114070917240551604
114070917240551604_7,8,114070917240551604_7,1,1,114070917240551604
114070917240551604_8,9,114070917240551604_8,1,1,114070917240551604
114070917240551604_9,10,114070917240551604_9,1,1,114070917240551604
114070917240551604_10,11,114070917240551604_10,1,1,114070917240551604
114070917240551604_11,12,114070917240551604_11,1,1,114070917240551604
114070917240551604_12,13,114070917240551604_12,1,1,114070917240551604
114070917240551604_13,14,114070917240551604_13,1,1,114070917240551604
114070917240551604_14,15,114070917240551604_14,1,1,114070917240551604
114070917240551604_15,16,114070917240551604_15,1,1,114070917240551604
114070917240551604_16,17,114070917240551604_16,1,1,114070917240551604
114070917240551604_17,18,114070917240551604_17,1,1,114070917240551604
114070917240551604_18,19,114070917240551604_18,1,1,114070917240551604
114070917240551604_19,20,114070917240551604_19,1,1,114070917240551604
114071004240551604_1,2,114071004240551604_1,1,1,114071004240551604
114071004240551604_2,3,114071004240551604_2,1,1,114071004240551604
114071004240551604_3,4,114071004240551604_3,1,1,114071004240551604
114071004240551604_4,5,114071004240551604_4,1,1,114071004240551604
114071004240551604_5,6,114071004240551604_5,1,1,114071004240551604
114071004240551604_6,7,114071004240551604_6,1,1,114071004240551604
114071004240551604_7,8,114071004240551604_7,1,1,114071004240551604
114071004240551604_8,9,114071004240551604_8,1,1,114071004240551604
114071004240551604_9,10,114071004240551604_9,1,1,114071004240551604
114071004240551604_10,11,114071004240551604_10,1,1,114071004240551604
114071004240551604_11,12,114071004240551604_11,1,1,114071004240551604
114071004240551604_12,13,114071004240551604_12,1,1,114071004240551604
114071004240551604_13,14,114071004240551604_13,1,1,114071004240551604
114071004240551604_14,15,114071004240551604_14,1,1,114071004240551604
114071004240551604_15,16,114071004240551604_15,1,1,114071004240551604
114071004240551604_16,17,114071004240551604_16,1,1,114071004240551604
114071004240551604_17,18,114071004240551604_17,1,1,114071004240551604
114071004240551604_18,19,114071004240551604_18,1,1,114071004240551604
114071004240551604_19,20,114071004240551604_19,1,2,114071004240551604
112945058236266600_1,2,112945058236266600_1,2,1,112945058236266600
112945058236266600_2,3,112945058236266600_2,1,1,112945058236266600
112945058236266600_3,4,112945058236266600_3,1,1,112945058236266600
112945058236266600_4,5,112945058236266600_4,1,1,112945058236266600
112945058236266600_5,6,112945058236266600_5,1,2,112945058236266600
113009811236464500_1,2,113009811236464500_1,2,1,113009811236464500
113009811236464500_2,3,113009811236464500_2,1,1,113009811236464500
113009811236464500_3,4,113009811236464500_3,1,1,113009811236464500
113009811236464500_4,5,113009811236464500_4,1,1,113009811236464500
113009811236464500_5,6,113009811236464500_5,1,1,113009811236464500
113009811236464500_6,7,113009811236464500_6,1,1,113009811236464500
113009811236464500_7,8,113009811236464500_7,1,1,113009811236464500
113009811236464500_8,9,113009811236464500_8,1,1,113009811236464500
113009811236464500_9,10,113009811236464500_9,1,1,113009811236464500
113009811236464500_10,11,113009811236464500_10,1,1,113009811236464500
113009811236464500_11,12,113009811236464500_11,1,1,113009811236464500
113009811236464500_12,13,113009811236464500_12,1,1,113009811236464500
113009811236464500_13,14,113009811236464500_13,1,1,113009811236464500
113009811236464500_14,15,113009811236464500_14,1,1,113009811236464500
113009811236464500_15,16,113009811236464500_15,1,1,113009811236464500
113009811236464500_16,17,113009811236464500_16,1,1,113009811236464500
113009811236464500_17,18,113009811236464500_17,1,1,113009811236464500
113009811236464500_18,19,113009811236464500_18,1,1,113009811236464500
113009811236464500_19,20,113009811236464500_19,1,1,113009811236464500
113009811236464500_20,21,113009811236464500_20,1,1,113009811236464500
113009811236464500_21,22,113009811236464500_21,1,1,113009811236464500
113009811236464500_22,23,113009811236464500_22,1,1,113009811236464500
113009821236464500_1,2,113009821236464500_1,2,1,113009821236464500
113009821236464500_2,3,113009821236464500_2,1,1,113009821236464500
113009821236464500_3,4,113009821236464500_3,1,1,113009821236464500
113009821236464500_4,5,113009821236464500_4,1,1,113009821236464500
113009821236464500_5,6,113009821236464500_5,1,1,113009821236464500
113009821236464500_6,7,113009821236464500_6,1,1,113009821236464500
113009821236464500_7,8,113009821236464500_7,1,1,113009821236464500
113009821236464500_8,9,113009821236464500_8,1,1,113009821236464500
113009821236464500_9,10,113009821236464500_9,1,1,113009821236464500
113009821236464500_10,11,113009821236464500_10,1,1,113009821236464500
113009821236464500_11,12,113009821236464500_11,1,1,113009821236464500
113009821236464500_12,13,113009821236464500_12,1,1,113009821236464500
113009821236464500_13,14,113009821236464500_13,1,1,113009821236464500
113009821236464500_14,15,113009821236464500_14,1,1,113009821236464500
113009821236464500_15,16,113009821236464500_15,1,1,113009821236464500
113009821236464500_16,17,113009821236464500_16,1,1,113009821236464500
113009821236464500_17,18,113009821236464500_17,1,1,113009821236464500
113009821236464500_18,19,113009821236464500_18,1,1,113009821236464500
113009821236464500_19,20,113009821236464500_19,1,1,113009821236464500
113009821236464500_20,21,113009821236464500_20,1,1,113009821236464500
113009821236464500_21,22,113009821236464500_21,1,1,113009821236464500
113009821236464500_22,23,113009821236464500_22,1,2,113009821236464500
113010096236464500_1,2,113010096236464500_1,2,1,113010096236464500
113010096236464500_2,3,113010096236464500_2,1,1,113010096236464500
113010096236464500_3,4,113010096236464500_3,1,1,113010096236464500
113010096236464500_4,5,113010096236464500_4,1,1,113010096236464500
113010096236464500_5,6,113010096236464500_5,1,1,113010096236464500
114042347240383004_1,2,114042347240383004_1,2,1,114042347240383004
114042347240383004_2,3,114042347240383004_2,1,1,114042347240383004
114042347240383004_3,4,114042347240383004_3,1,1,114042347240383004
114042347240383004_4,5,114042347240383004_4,1,1,114042347240383004
114042347240383004_5,6,114042347240383004_5,1,1,114042347240383004
114042347240383004_6,7,114042347240383004_6,1,1,114042347240383004
114042347240383004_7,8,114042347240383004_7,1,1,114042347240383004
114042347240383004_8,9,114042347240383004_8,1,1,114042347240383004
114042347240383004_9,10,114042347240383004_9,1,1,114042347240383004
114042347240383004_10,11,114042347240383004_10,1,1,114042347240383004
114042347240383004_11,12,114042347240383004_11,1,1,114042347240383004
114042347240383004_12,13,114042347240383004_12,1,2,114042347240383004
112945057236266600_1,2,112945057236266600_1,1,1,112945057236266600
112945057236266600_2,3,112945057236266600_2,1,1,112945057236266600
112945057236266600_3,4,112945057236266600_3,1,1,112945057236266600
112945057236266600_4,5,112945057236266600_4,1,1,112945057236266600
112945057236266600_5,6,112945057236266600_5,1,1,112945057236266600
112945057236266600_6,7,112945057236266600_6,1,1,112945057236266600
112945057236266600_7,8,112945057236266600_7,1,1,112945057236266600
112945057236266600_8,9,112945057236266600_8,1,1,112945057236266600
112945057236266600_9,10,112945057236266600_9,1,1,112945057236266600
112945057236266600_10,11,112945057236266600_10,1,1,112945057236266600
112945057236266600_11,12,112945057236266600_11,1,1,112945057236266600
112945057236266600_12,13,112945057236266600_12,1,1,112945057236266600
112945057236266600_13,14,112945057236266600_13,1,2,112945057236266600
112945064236266600_1,2,112945064236266600_1,1,1,112945064236266600
112945064236266600_2,3,112945064236266600_2,1,1,112945064236266600
112945064236266600_3,4,112945064236266600_3,1,1,112945064236266600
112945064236266600_4,5,112945064236266600_4,1,1,112945064236266600
112945064236266600_5,6,112945064236266600_5,1,1,112945064236266600
112945064236266600_6,7,112945064236266600_6,1,1,112945064236266600
112945064236266600_7,8,112945064236266600_7,1,1,112945064236266600
112945064236266600_8,9,112945064236266600_8,1,2,112945064236266600
113009829236464500_1,2,113009829236464500_1,1,1,113009829236464500
113009829236464500_2,3,113009829236464500_2,1,1,113009829236464500
113009829236464500_3,4,113009829236464500_3,1,1,113009829236464500
113009829236464500_4,5,113009829236464500_4,1,1,113009829236464500
113009829236464500_5,6,113009829236464500_5,1,1,113009829236464500
113009829236464500_6,7,113009829236464500_6,1,1,113009829236464500
113009829236464500_7,8,113009829236464500_7,1,1,113009829236464500
113009829236464500_8,9,113009829236464500_8,1,1,113009829236464500
113009829236464500_9,10,113009829236464500_9,1,1,113009829236464500
113009829236464500_10,11,113009829236464500_10,1,1,113009829236464500
113009829236464500_11,12,113009829236464500_11,1,1,113009829236464500
113009829236464500_12,13,113009829236464500_12,1,1,113009829236464500
113009829236464500_13,14,113009829236464500_13,1,1,113009829236464500
113009829236464500_14,15,113009829236464500_14,1,1,113009829236464500
113009829236464500_15,16,113009829236464500_15,1,1,113009829236464500
113009829236464500_16,17,113009829236464500_16,1,1,113009829236464500
113009829236464500_17,18,113009829236464500_17,1,1,113009829236464500
113009829236464500_18,19,113009829236464500_18,1,1,113009829236464500
113009829236464500_19,20,113009829236464500_19,1,1,113009829236464500
113009829236464500_20,21,113009829236464500_20,1,1,113009829236464500
113009829236464500_21,22,113009829236464500_21,1,1,113009829236464500
113009829236464500_22,23,113009829236464500_22,1,2,113009829236464500
113009852236464500_1,2,113009852236464500_1,2,1,113009852236464500
113009852236464500_2,3,113009852236464500_2,1,1,113009852236464500
113009852236464500_3,4,113009852236464500_3,1,1,113009852236464500
113009852236464500_4,5,113009852236464500_4,1,1,113009852236464500
113009852236464500_5,6,113009852236464500_5,1,1,113009852236464500
113009852236464500_6,7,113009852236464500_6,1,1,113009852236464500
113009852236464500_7,8,113009852236464500_7,1,1,113009852236464500
113009852236464500_8,9,113009852236464500_8,1,1,113009852236464500
113009852236464500_9,10,113009852236464500_9,1,1,113009852236464500
113009852236464500_10,11,113009852236464500_10,1,1,113009852236464500
113009852236464500_11,12,113009852236464500_11,1,2,113009852236464500
113009854236464500_1,2,113009854236464500_1,2,1,113009854236464500
113009854236464500_2,3,113009854236464500_2,1,1,113009854236464500
113009854236464500_3,4,113009854236464500_3,1,1,113009854236464500
113009854236464500_4,5,113009854236464500_4,1,1,113009854236464500
113009854236464500_5,6,113009854236464500_5,1,1,113009854236464500
113009854236464500_6,7,113009854236464500_6,1,1,113009854236464500
113009854236464500_7,8,113009854236464500_7,1,1,113009854236464500
113009854236464500_8,9,113009854236464500_8,1,1,113009854236464500
113009854236464500_9,10,113009854236464500_9,1,1,113009854236464500
113009854236464500_10,11,113009854236464500_10,1,1,113009854236464500
113009854236464500_11,12,113009854236464500_11,1,1,113009854236464500
113009854236464500_12,13,113009854236464500_12,1,1,113009854236464500
113009854236464500_13,14,113009854236464500_13,1,1,113009854236464500
113009854236464500_14,15,113009854236464500_14,1,1,113009854236464500
113009854236464500_15,16,113009854236464500_15,1,1,113009854236464500
113009854236464500_16,17,113009854236464500_16,1,1,113009854236464500
113009854236464500_17,18,113009854236464500_17,1,1,113009854236464500
113009854236464500_18,19,113009854236464500_18,1,1,113009854236464500
113009854236464500_19,20,113009854236464500_19,1,1,113009854236464500
113009854236464500_20,21,113009854236464500_20,1,1,113009854236464500
113009854236464500_21,22,113009854236464500_21,1,1,113009854236464500
113009854236464500_22,23,113009854236464500_22,1,2,113009854236464500
113010049236464500_1,2,113010049236464500_1,2,1,113010049236464500
113010049236464500_2,3,113010049236464500_2,1,1,113010049236464500
113010049236464500_3,4,113010049236464500_3,1,1,113010049236464500
113010049236464500_4,5,113010049236464500_4,1,1,113010049236464500
113010049236464500_5,6,113010049236464500_5,1,2,113010049236464500
113010056236464500_1,2,113010056236464500_1,1,1,113010056236464500
113010056236464500_2,3,113010056236464500_2,1,1,113010056236464500
113010056236464500_3,4,113010056236464500_3,1,1,113010056236464500
113010056236464500_4,5,113010056236464500_4,1,1,113010056236464500
113010056236464500_5,6,113010056236464500_5,1,2,113010056236464500
114036850240383004_1,2,114036850240383004_1,2,1,114036850240383004
114036850240383004_2,3,114036850240383004_2,1,1,114036850240383004
114036850240383004_3,4,114036850240383004_3,1,1,114036850240383004
114036850240383004_4,5,114036850240383004_4,1,1,114036850240383004
114036850240383004_5,6,114036850240383004_5,1,1,114036850240383004
114036850240383004_6,7,114036850240383004_6,1,1,114036850240383004
114036850240383004_7,8,114036850240383004_7,1,1,114036850240383004
