id, location_val
113191574236994601_26,797139.1066537806 7077825.378618381
113191574236994601_27,797076.9525514456 7078172.983733633
113191574236994601_28,797034.6047381784 7078442.458222572
113191574236994601_29,796941.9761154695 7078544.294895828
113191658236994601_1,794012.0187516971 7077510.618688533
113191658236994601_2,794159.5728198694 7077208.568735562
113191658236994601_3,794143.6921840686 7076851.483700764
113191658236994601_4,794149.7835467439 7076616.161799408
113191658236994601_5,794321.1523362505 7076324.44204548
113191658236994601_6,794412.1501981999 7075992.353752906
113191658236994601_7,794619.3823218757 7076084.482100386
113191658236994601_8,794624.7484195073 7076384.871700581
113191658236994601_9,794563.2459076475 7076698.396895783
113191659236994601_1,794825.9243103621 7079346.530625962
113191659236994601_2,794794.1468411328 7079325.144652741
113191659236994601_3,794461.3800935289 7079044.714598082
113191659236994601_4,794382.9511612685 7078765.929277979
113191659236994601_5,794253.2418985376 7078335.456913583
113191659236994601_6,794151.5865425463 7078070.99975378
113191659236994601_7,794228.5473603164 7077793.954112413
113191659236994601_8,794012.0187516971 7077510.618688533
113191659236994601_9,794159.5728198694 7077208.568735562
113191659236994601_10,794143.6921840686 7076851.483700764
113191659236994601_11,794149.7835467439 7076616.161799408
113191659236994601_12,794321.1523362505 7076324.44204548
113191659236994601_13,794412.1501981999 7075992.353752906
113191659236994601_14,794619.3823218757 7076084.482100386
113191659236994601_15,794624.7484195073 7076384.871700581
113191659236994601_16,794563.2459076475 7076698.396895783
113203865236994601_1,795943.5888328436 7078981.062407241
113203865236994601_2,795967.5165370931 7079335.293610912
113203865236994601_3,795803.7271079223 7079477.728670457
113203865236994601_4,795276.612619638 7079420.540221272
113203865236994601_5,794794.1468411328 7079325.144652741
113203865236994601_6,794461.3800935289 7079044.714598082
113287563237309601_1,794012.0187516971 7077510.618688533
113287563237309601_2,794159.5728198694 7077208.568735562
113287563237309601_3,794143.6921840686 7076851.483700764
113287563237309601_4,794149.7835467439 7076616.161799408
113287563237309601_5,794321.1523362505 7076324.44204548
113287563237309601_6,794412.1501981999 7075992.353752906
113287563237309601_7,794587.0863279268 7076092.517634889
113191556236994601_1,796941.9761154695 7078544.294895828
113191556236994601_2,797064.4211254646 7078202.863392553
113191556236994601_3,797128.4666614446 7077860.195747321
113191556236994601_4,797236.0069437658 7077548.274376389
113191556236994601_5,797384.0831597309 7077270.951170269
113191556236994601_6,797569.5231385322 7076926.957315778
113191556236994601_7,797079.5886928006 7076632.821281484
113191556236994601_8,796473.522492537 7076679.492512856
113191556236994601_9,795868.2067852431 7077028.662576866
113191556236994601_10,795696.2646651207 7076542.708326375
113191556236994601_11,795326.1742795397 7076792.865683198
113191556236994601_12,794760.6364395022 7076985.438315378
113191556236994601_13,794598.5768758168 7076682.052416341
113191556236994601_14,794862.0726646337 7076331.383459445
113191556236994601_15,794607.3870422732 7076083.275470975
113191556236994601_16,794403.4669115893 7076029.326008089
113191556236994601_17,794325.0404102289 7076341.116727898
113191556236994601_18,794148.5085453629 7076633.083701694
113191556236994601_19,794147.0584647995 7076836.269092279
113191556236994601_20,794179.989030265 7077183.832466694
113191556236994601_21,794000.2706042044 7077549.4356204895
113191556236994601_22,794242.6492397588 7077732.9944324745
113191556236994601_23,794160.0497689196 7077988.207443413
113191556236994601_24,794246.8632670632 7078307.369526257
113191556236994601_25,794381.7038910349 7078706.047077101
113191556236994601_26,794453.4030041001 7079031.87148316
113191556236994601_27,794821.370833187 7079319.364958055
113191556236994601_28,795307.6311740511 7079420.0670300145
113191556236994601_29,795686.5708332272 7079471.7039464675
113191556236994601_30,795911.4401256985 7079449.593618105
113191556236994601_31,795962.3255379803 7079398.856294434
113191556236994601_32,795943.5888328436 7078981.062407241
113191579236994601_1,796941.9761154695 7078544.294895828
113191579236994601_2,797064.4211254646 7078202.863392553
113191579236994601_3,797128.4666614446 7077860.195747321
113191579236994601_4,797236.0069437658 7077548.274376389
113191579236994601_5,797384.0831597309 7077270.951170269
113191579236994601_6,797569.5231385322 7076926.957315778
113191579236994601_7,797079.5886928006 7076632.821281484
113191579236994601_8,796473.522492537 7076679.492512856
113191579236994601_9,795868.2067852431 7077028.662576866
113191579236994601_10,795696.2646651207 7076542.708326375
113191579236994601_11,795326.1742795397 7076792.865683198
113191579236994601_12,794760.6364395022 7076985.438315378
113191579236994601_13,794598.5768758168 7076682.052416341
113191579236994601_14,794862.0726646337 7076331.383459445
113191579236994601_15,794607.3870422732 7076083.275470975
113191579236994601_16,794403.4669115893 7076029.326008089
113191579236994601_17,794325.0404102289 7076341.116727898
113191579236994601_18,794148.5085453629 7076633.083701694
113191579236994601_19,794147.0584647995 7076836.269092279
113191579236994601_20,794179.989030265 7077183.832466694
113191579236994601_21,794000.2706042044 7077549.4356204895
113191579236994601_22,794242.6492397588 7077732.9944324745
113191579236994601_23,794160.0497689196 7077988.207443413
113191579236994601_24,794246.8632670632 7078307.369526257
113191579236994601_25,794381.7038910349 7078706.047077101
113191579236994601_26,794453.4030041001 7079031.87148316
113191579236994601_27,794749.3878008099 7079369.308062809
113191579236994601_28,794825.9243103621 7079346.530625962
113191581236994601_1,794453.4030041001 7079031.87148316
113191581236994601_2,794821.370833187 7079319.364958055
113191581236994601_3,795307.6311740511 7079420.0670300145
113191581236994601_4,795686.5708332272 7079471.7039464675
113191581236994601_5,795911.4401256985 7079449.593618105
113191581236994601_6,795962.3255379803 7079398.856294434
113191581236994601_7,795943.5888328436 7078981.062407241
113191610236994601_1,794598.5768758168 7076682.052416341
113191610236994601_2,794862.0726646337 7076331.383459445
113191610236994601_3,794607.3870422732 7076083.275470975
113191610236994601_4,794403.4669115893 7076029.326008089
113191610236994601_5,794325.0404102289 7076341.116727898
113191610236994601_6,794148.5085453629 7076633.083701694
113191610236994601_7,794147.0584647995 7076836.269092279
113191610236994601_8,794179.989030265 7077183.832466694
113191610236994601_9,794000.2706042044 7077549.4356204895
113191610236994601_10,794242.6492397588 7077732.9944324745
113191610236994601_11,794160.0497689196 7077988.207443413
113191610236994601_12,794246.8632670632 7078307.369526257
113191610236994601_13,794381.7038910349 7078706.047077101
113191610236994601_14,794453.4030041001 7079031.87148316
113191610236994601_15,794821.370833187 7079319.364958055
113191610236994601_16,795307.6311740511 7079420.0670300145
113191610236994601_17,795686.5708332272 7079471.7039464675
113191610236994601_18,795911.4401256985 7079449.593618105
113191610236994601_19,795962.3255379803 7079398.856294434
113191610236994601_20,795943.5888328436 7078981.062407241
113191666236994601_1,794598.5768758168 7076682.052416341
113191666236994601_2,794862.0726646337 7076331.383459445
113191666236994601_3,794607.3870422732 7076083.275470975
113191666236994601_4,794403.4669115893 7076029.326008089
113191666236994601_5,794325.0404102289 7076341.116727898
113191666236994601_6,794148.5085453629 7076633.083701694
113191666236994601_7,794147.0584647995 7076836.269092279
113191666236994601_8,794179.989030265 7077183.832466694
113191666236994601_9,794000.2706042044 7077549.4356204895
113210171237056001_1,796941.9761154695 7078544.294895828
113210171237056001_2,797064.4211254646 7078202.863392553
113210171237056001_3,797128.4666614446 7077860.195747321
113210171237056001_4,797236.0069437658 7077548.274376389
113210171237056001_5,797384.0831597309 7077270.951170269
113210171237056001_6,797569.5231385322 7076926.957315778
113210171237056001_7,797079.5886928006 7076632.821281484
113210171237056001_8,796473.522492537 7076679.492512856
113210171237056001_9,795868.2067852431 7077028.662576866
113210171237056001_10,795696.2646651207 7076542.708326375
113210171237056001_11,795326.1742795397 7076792.865683198
113210171237056001_12,794760.6364395022 7076985.438315378
113210171237056001_13,794598.5768758168 7076682.052416341
113210171237056001_14,794862.0726646337 7076331.383459445
113210171237056001_15,794607.3870422732 7076083.275470975
113210171237056001_16,794403.4669115893 7076029.326008089
113210171237056001_17,794325.0404102289 7076341.116727898
113210171237056001_18,794148.5085453629 7076633.083701694
113210171237056001_19,794147.0584647995 7076836.269092279
113210171237056001_20,794179.989030265 7077183.832466694
113210171237056001_21,794000.2706042044 7077549.4356204895
113210171237056001_22,794242.6492397588 7077732.9944324745
113210171237056001_23,794160.0497689196 7077988.207443413
113210171237056001_24,794246.8632670632 7078307.369526257
113210171237056001_25,794381.7038910349 7078706.047077101
113210171237056001_26,794453.4030041001 7079031.87148316
113210171237056001_27,794749.3878008099 7079369.308062809
113287734237309601_1,794607.3870422732 7076083.275470975
113287734237309601_2,794403.4669115893 7076029.326008089
113287734237309601_3,794325.0404102289 7076341.116727898
113287734237309601_4,794148.5085453629 7076633.083701694
113287734237309601_5,794147.0584647995 7076836.269092279
113287734237309601_6,794179.989030265 7077183.832466694
113287734237309601_7,794000.2706042044 7077549.4356204895
113284376237312601_1,801522.5276089564 7085294.000482139
113284376237312601_2,800960.9599436745 7085375.434951928
113284376237312601_3,800760.4009717916 7085266.784161259
113284376237312601_4,800205.4646172504 7085827.468367726
113284376237312601_5,799955.6792104105 7085725.429986009
113284376237312601_6,799768.498831978 7085712.597759251
113284376237312601_7,799653.1846423262 7085891.028932738
113284376237312601_8,799388.4622623718 7086305.375316227
113284376237312601_9,799201.520453205 7086624.796263577
113284376237312601_10,799248.9452797822 7086956.423783062
113284376237312601_11,799010.4501710498 7087070.466448374
113284376237312601_12,799009.8179158027 7087336.130556248
113287079237319001_1,801332.054824988 7084456.625143824
113287079237319001_2,801198.2728900907 7084746.171174318
113287079237319001_3,801458.6782194168 7084987.144283304
113287079237319001_4,801522.5276089564 7085294.000482139
113287079237319001_5,800960.9599436745 7085375.434951928
113287079237319001_6,800760.4009717916 7085266.784161259
113287079237319001_7,800205.4646172504 7085827.468367726
113287079237319001_8,799955.6792104105 7085725.429986009
113287079237319001_9,799768.498831978 7085712.597759251
113287079237319001_10,799653.1846423262 7085891.028932738
113287079237319001_11,799388.4622623718 7086305.375316227
113287079237319001_12,799201.520453205 7086624.796263577
113287079237319001_13,799248.9452797822 7086956.423783062
113287079237319001_14,799010.4501710498 7087070.466448374
113287079237319001_15,799009.8179158027 7087336.130556248
113298884237386601_1,801332.054824988 7084456.625143824
113298884237386601_2,801198.2728900907 7084746.171174318
113298884237386601_3,801458.6782194168 7084987.144283304
113298884237386601_4,801522.5276089564 7085294.000482139
113298884237386601_5,800960.9599436745 7085375.434951928
113298884237386601_6,800760.4009717916 7085266.784161259
113298884237386601_7,800205.4646172504 7085827.468367726
113298884237386601_8,799955.6792104105 7085725.429986009
113298884237386601_9,799768.498831978 7085712.597759251
113298884237386601_10,799653.1846423262 7085891.028932738
113298884237386601_11,799388.4622623718 7086305.375316227
113298884237386601_12,799201.520453205 7086624.796263577
113298884237386601_13,799248.9452797822 7086956.423783062
113298884237386601_14,799010.4501710498 7087070.466448374
113298884237386601_15,799009.8179158027 7087336.130556248
113298884237386601_16,798887.8849509588 7087596.5183565235
113298884237386601_17,798999.8144101267 7087859.056171132
113298884237386601_18,798993.2185104203 7088063.409621438
113298884237386601_19,798843.75347957 7088071.902987095
113304530237402001_1,801332.054824988 7084456.625143824
113304530237402001_2,801198.2728900907 7084746.171174318
113304530237402001_3,801458.6782194168 7084987.144283304
113304530237402001_4,801522.5276089564 7085294.000482139
113304530237402001_5,800960.9599436745 7085375.434951928
113304530237402001_6,800760.4009717916 7085266.784161259
113304530237402001_7,800205.4646172504 7085827.468367726
113304530237402001_8,799955.6792104105 7085725.429986009
113304530237402001_9,799768.498831978 7085712.597759251
113304530237402001_10,799653.1846423262 7085891.028932738
113304530237402001_11,799388.4622623718 7086305.375316227
113304530237402001_12,799201.520453205 7086624.796263577
113304530237402001_13,799248.9452797822 7086956.423783062
113284375237312601_1,798948.065859631 7087313.961662117
113284375237312601_2,799013.7846314759 7087049.566078699
113284375237312601_3,799195.3733863065 7086922.357478158
113284375237312601_4,799190.5182384168 7086624.600289724
113284375237312601_5,799481.6996523195 7086129.553662232
113284375237312601_6,799646.4899171477 7085870.8416904975
113284375237312601_7,799868.3414727823 7085677.262306146
113284375237312601_8,800283.1940666691 7085797.651247863
113284375237312601_9,800786.3047472279 7085274.27636418
113284375237312601_10,801050.7699682943 7085396.016043614
113284375237312601_11,801617.3288954711 7085203.4190345155
113286013237318501_1,798948.065859631 7087313.961662117
113286013237318501_2,799013.7846314759 7087049.566078699
113286013237318501_3,799195.3733863065 7086922.357478158
113286013237318501_4,799190.5182384168 7086624.600289724
113286013237318501_5,799481.6996523195 7086129.553662232
113286013237318501_6,799646.4899171477 7085870.8416904975
113286013237318501_7,799868.3414727823 7085677.262306146
113286013237318501_8,800283.1940666691 7085797.651247863
113286013237318501_9,800786.3047472279 7085274.27636418
113286013237318501_10,801050.7699682943 7085396.016043614
113286013237318501_11,801518.8905438624 7085214.779445931
113286013237318501_12,801416.3567158879 7084943.340395737
113286013237318501_13,801234.8378169424 7084776.8249038495
113286013237318501_14,801352.8684142549 7084418.207240272
113298883237386601_1,798843.75347957 7088071.902987095
113298883237386601_2,798992.2619437604 7088057.706669211
113298883237386601_3,798987.1799711337 7087835.753358803
113298883237386601_4,798864.5266813738 7087640.810398652
113298883237386601_5,798948.065859631 7087313.961662117
113298883237386601_6,799013.7846314759 7087049.566078699
113298883237386601_7,799195.3733863065 7086922.357478158
113298883237386601_8,799190.5182384168 7086624.600289724
113298883237386601_9,799481.6996523195 7086129.553662232
113298883237386601_10,799646.4899171477 7085870.8416904975
113298883237386601_11,799868.3414727823 7085677.262306146
113298883237386601_12,800283.1940666691 7085797.651247863
113298883237386601_13,800786.3047472279 7085274.27636418
113298883237386601_14,801050.7699682943 7085396.016043614
113298883237386601_15,801518.8905438624 7085214.779445931
113298883237386601_16,801416.3567158879 7084943.340395737
113298883237386601_17,801234.8378169424 7084776.8249038495
113298883237386601_18,801352.8684142549 7084418.207240272
113304561237402001_1,799195.3733863065 7086922.357478158
113304561237402001_2,799190.5182384168 7086624.600289724
113304561237402001_3,799481.6996523195 7086129.553662232
113304561237402001_4,799646.4899171477 7085870.8416904975
113304561237402001_5,799868.3414727823 7085677.262306146
113304561237402001_6,800283.1940666691 7085797.651247863
113304561237402001_7,800786.3047472279 7085274.27636418
113304561237402001_8,801050.7699682943 7085396.016043614
113304561237402001_9,801518.8905438624 7085214.779445931
113304561237402001_10,801416.3567158879 7084943.340395737
113304561237402001_11,801234.8378169424 7084776.8249038495
113304561237402001_12,801352.8684142549 7084418.207240272
113939556240047005_1,790817.1539706802 7083569.072246882
113939556240047005_2,790635.0960944459 7083145.051162467
113939556240047005_3,790379.5844308138 7082799.777035755
113939556240047005_4,790523.2156534415 7082605.906822105
113939556240047005_5,790466.8464724924 7082159.972942603
113939556240047005_6,790782.9833623122 7082191.533501125
113939556240047005_7,791061.0973544597 7082393.831844415
113939556240047005_8,791419.4479799647 7082648.517594276
113939556240047005_9,791718.3657465591 7082862.228416332
113939556240047005_10,792083.8071189369 7082765.3600804815
113939556240047005_11,791958.2441081633 7082609.780821657
113939556240047005_12,791814.4384181491 7082241.204346492
113939556240047005_13,792003.4937283149 7082139.532911102
113939556240047005_14,792558.8157878775 7082507.687123002
113939556240047005_15,792691.4718733785 7082643.443195652
113939556240047005_16,792950.3490975546 7082952.538510684
113939556240047005_17,793063.6134302609 7083073.154395969
113939556240047005_18,793393.9725355213 7083322.264574158
113939556240047005_19,793867.8833580301 7083621.079846592
113939556240047005_20,794223.7840678751 7083841.687464334
113939556240047005_21,794482.358256556 7083956.432558291
113939556240047005_22,794833.4735088446 7084186.029722868
113939556240047005_23,795166.4327765985 7084476.9897067
113939556240047005_24,795333.1206529788 7084828.111252135
113939556240047005_25,795459.6149422034 7085279.220540253
113939556240047005_26,795575.5658660462 7085586.897673866
113939556240047005_27,795643.1984161007 7085765.653077044
113939556240047005_28,795719.8319584519 7086040.329956986
113939590240047005_1,790817.1539706802 7083569.072246882
113939590240047005_2,790635.0960944459 7083145.051162467
113939590240047005_3,790379.5844308138 7082799.777035755
113939590240047005_4,790523.2156534415 7082605.906822105
113939590240047005_5,790466.8464724924 7082159.972942603
113939590240047005_6,790782.9833623122 7082191.533501125
113939590240047005_7,791061.0973544597 7082393.831844415
113939590240047005_8,791419.4479799647 7082648.517594276
113939590240047005_9,791718.3657465591 7082862.228416332
113939590240047005_10,792083.8071189369 7082765.3600804815
113939590240047005_11,791958.2441081633 7082609.780821657
113939590240047005_12,791814.4384181491 7082241.204346492
113939590240047005_13,792003.4937283149 7082139.532911102
113939590240047005_14,792558.8157878775 7082507.687123002
113939590240047005_15,792691.4718733785 7082643.443195652
113939590240047005_16,792950.3490975546 7082952.538510684
113939590240047005_17,793063.6134302609 7083073.154395969
113939590240047005_18,793393.9725355213 7083322.264574158
113939590240047005_19,793867.8833580301 7083621.079846592
113939590240047005_20,794223.7840678751 7083841.687464334
113939590240047005_21,794482.358256556 7083956.432558291
113939590240047005_22,794833.4735088446 7084186.029722868
113939590240047005_23,795166.4327765985 7084476.9897067
113939590240047005_24,795333.1206529788 7084828.111252135
113939590240047005_25,795459.6149422034 7085279.220540253
113939590240047005_26,795575.5658660462 7085586.897673866
113939590240047005_27,795643.1984161007 7085765.653077044
113939590240047005_28,795719.8319584519 7086040.329956986
113939601240047005_1,790817.1539706802 7083569.072246882
113939601240047005_2,790635.0960944459 7083145.051162467
113939601240047005_3,790379.5844308138 7082799.777035755
113939601240047005_4,790523.2156534415 7082605.906822105
113939601240047005_5,790466.8464724924 7082159.972942603
113939601240047005_6,790782.9833623122 7082191.533501125
113939601240047005_7,791061.0973544597 7082393.831844415
113939601240047005_8,791419.4479799647 7082648.517594276
113939601240047005_9,791718.3657465591 7082862.228416332
113939601240047005_10,792083.8071189369 7082765.3600804815
113939601240047005_11,791958.2441081633 7082609.780821657
113939601240047005_12,791814.4384181491 7082241.204346492
113939601240047005_13,792003.4937283149 7082139.532911102
113939601240047005_14,792558.8157878775 7082507.687123002
113939601240047005_15,792691.4718733785 7082643.443195652
113939601240047005_16,792950.3490975546 7082952.538510684
113939601240047005_17,793063.6134302609 7083073.154395969
113939601240047005_18,793393.9725355213 7083322.264574158
113939601240047005_19,793867.8833580301 7083621.079846592
113939601240047005_20,794223.7840678751 7083841.687464334
113939601240047005_21,794482.358256556 7083956.432558291
113939601240047005_22,794833.4735088446 7084186.029722868
113939601240047005_23,795166.4327765985 7084476.9897067
113939601240047005_24,795333.1206529788 7084828.111252135
113939601240047005_25,795459.6149422034 7085279.220540253
113939601240047005_26,795575.5658660462 7085586.897673866
113939601240047005_27,795643.1984161007 7085765.653077044
113939601240047005_28,795719.8319584519 7086040.329956986
113939609240047005_1,790817.1539706802 7083569.072246882
113939609240047005_2,790635.0960944459 7083145.051162467
113939609240047005_3,790379.5844308138 7082799.777035755
113939609240047005_4,790523.2156534415 7082605.906822105
113939609240047005_5,790466.8464724924 7082159.972942603
113939609240047005_6,790782.9833623122 7082191.533501125
113939609240047005_7,791061.0973544597 7082393.831844415
113939609240047005_8,791419.4479799647 7082648.517594276
113939609240047005_9,791718.3657465591 7082862.228416332
113939609240047005_10,792083.8071189369 7082765.3600804815
113939609240047005_11,791958.2441081633 7082609.780821657
113939609240047005_12,791814.4384181491 7082241.204346492
113939609240047005_13,792003.4937283149 7082139.532911102
113939609240047005_14,792558.8157878775 7082507.687123002
113939609240047005_15,792691.4718733785 7082643.443195652
113939609240047005_16,792950.3490975546 7082952.538510684
113939609240047005_17,793063.6134302609 7083073.154395969
113939609240047005_18,793393.9725355213 7083322.264574158
113939609240047005_19,793867.8833580301 7083621.079846592
113939609240047005_20,794223.7840678751 7083841.687464334
113939609240047005_21,794482.358256556 7083956.432558291
113939609240047005_22,794833.4735088446 7084186.029722868
113939609240047005_23,795166.4327765985 7084476.9897067
113939609240047005_24,795333.1206529788 7084828.111252135
113939609240047005_25,795459.6149422034 7085279.220540253
113939609240047005_26,795575.5658660462 7085586.897673866
113939609240047005_27,795643.1984161007 7085765.653077044
113939729240047005_1,790817.1539706802 7083569.072246882
113939729240047005_2,790635.0960944459 7083145.051162467
113939729240047005_3,790379.5844308138 7082799.777035755
113939729240047005_4,790523.2156534415 7082605.906822105
113939729240047005_5,790466.8464724924 7082159.972942603
113939729240047005_6,790782.9833623122 7082191.533501125
113939729240047005_7,791061.0973544597 7082393.831844415
113939729240047005_8,791419.4479799647 7082648.517594276
113939729240047005_9,791718.3657465591 7082862.228416332
113939729240047005_10,792083.8071189369 7082765.3600804815
113939729240047005_11,791958.2441081633 7082609.780821657
113939729240047005_12,791814.4384181491 7082241.204346492
113939729240047005_13,792003.4937283149 7082139.532911102
113939729240047005_14,792558.8157878775 7082507.687123002
113939729240047005_15,792691.4718733785 7082643.443195652
113939729240047005_16,792950.3490975546 7082952.538510684
113939729240047005_17,793063.6134302609 7083073.154395969
113939729240047005_18,793393.9725355213 7083322.264574158
113939729240047005_19,793867.8833580301 7083621.079846592
113939729240047005_20,794325.810651747 7083260.035863268
113939730240047005_1,790817.1539706802 7083569.072246882
113939730240047005_2,790635.0960944459 7083145.051162467
113939730240047005_3,790379.5844308138 7082799.777035755
113939730240047005_4,790523.2156534415 7082605.906822105
113939730240047005_5,790466.8464724924 7082159.972942603
113939730240047005_6,790782.9833623122 7082191.533501125
113939730240047005_7,791061.0973544597 7082393.831844415
113939730240047005_8,791419.4479799647 7082648.517594276
113939730240047005_9,791718.3657465591 7082862.228416332
113939730240047005_10,792083.8071189369 7082765.3600804815
113939730240047005_11,791958.2441081633 7082609.780821657
113939730240047005_12,791814.4384181491 7082241.204346492
113939730240047005_13,792003.4937283149 7082139.532911102
113939730240047005_14,792558.8157878775 7082507.687123002
113939730240047005_15,792691.4718733785 7082643.443195652
113939730240047005_16,792950.3490975546 7082952.538510684
113939730240047005_17,793063.6134302609 7083073.154395969
113939730240047005_18,793393.9725355213 7083322.264574158
113939730240047005_19,793867.8833580301 7083621.079846592
113939730240047005_20,794325.810651747 7083260.035863268
113939763240047005_1,790817.1539706802 7083569.072246882
113939763240047005_2,790635.0960944459 7083145.051162467
113939763240047005_3,790379.5844308138 7082799.777035755
113939763240047005_4,790523.2156534415 7082605.906822105
113939763240047005_5,790466.8464724924 7082159.972942603
113939763240047005_6,790782.9833623122 7082191.533501125
113939763240047005_7,791061.0973544597 7082393.831844415
113939763240047005_8,791419.4479799647 7082648.517594276
113939763240047005_9,791718.3657465591 7082862.228416332
113939763240047005_10,792083.8071189369 7082765.3600804815
113939763240047005_11,791958.2441081633 7082609.780821657
113939763240047005_12,791814.4384181491 7082241.204346492
113939763240047005_13,792003.4937283149 7082139.532911102
113939763240047005_14,792558.8157878775 7082507.687123002
113939763240047005_15,792691.4718733785 7082643.443195652
113939763240047005_16,792950.3490975546 7082952.538510684
113939763240047005_17,793063.6134302609 7083073.154395969
113939763240047005_18,793393.9725355213 7083322.264574158
113939763240047005_19,793867.8833580301 7083621.079846592
113939763240047005_20,794223.7840678751 7083841.687464334
113939763240047005_21,794482.358256556 7083956.432558291
113939763240047005_22,794833.4735088446 7084186.029722868
113939763240047005_23,795166.4327765985 7084476.9897067
113939763240047005_24,795333.1206529788 7084828.111252135
113939763240047005_25,795459.6149422034 7085279.220540253
113939763240047005_26,795575.5658660462 7085586.897673866
113939763240047005_27,795643.1984161007 7085765.653077044
113939763240047005_28,795719.8319584519 7086040.329956986
113939885240047005_1,792558.8157878775 7082507.687123002
113939885240047005_2,792691.4718733785 7082643.443195652
113939885240047005_3,792950.3490975546 7082952.538510684
113939885240047005_4,793063.6134302609 7083073.154395969
113939885240047005_5,793393.9725355213 7083322.264574158
113939885240047005_6,793867.8833580301 7083621.079846592
113939885240047005_7,794223.7840678751 7083841.687464334
113939885240047005_8,794482.358256556 7083956.432558291
113939885240047005_9,794833.4735088446 7084186.029722868
113939885240047005_10,795166.4327765985 7084476.9897067
113939885240047005_11,795333.1206529788 7084828.111252135
113939885240047005_12,795459.6149422034 7085279.220540253
113939885240047005_13,795575.5658660462 7085586.897673866
113939885240047005_14,795643.1984161007 7085765.653077044
113939885240047005_15,795719.8319584519 7086040.329956986
113964362240100054_1,795166.4327765985 7084476.9897067
113964362240100054_2,795333.1206529788 7084828.111252135
113964362240100054_3,795459.6149422034 7085279.220540253
113964362240100054_4,795575.5658660462 7085586.897673866
113964362240100054_5,795643.1984161007 7085765.653077044
113964362240100054_6,795719.8319584519 7086040.329956986
114013721240293035_1,792558.8157878775 7082507.687123002
114013721240293035_2,792691.4718733785 7082643.443195652
114013721240293035_3,792950.3490975546 7082952.538510684
114013721240293035_4,793063.6134302609 7083073.154395969
114013721240293035_5,793393.9725355213 7083322.264574158
114013721240293035_6,793867.8833580301 7083621.079846592
114013721240293035_7,794325.810651747 7083260.035863268
113939631240047005_1,795719.8319584519 7086040.329956986
113939631240047005_2,795663.774555766 7085874.034950429
113939631240047005_3,795554.990586727 7085556.443953047
113939631240047005_4,795468.3791386229 7085352.50403714
113939631240047005_5,795309.2595765213 7084758.472135809
113939631240047005_6,795249.6578723365 7084612.190884201
113939631240047005_7,795026.3543393994 7084372.815430994
113939631240047005_8,794754.1633678253 7084118.460218157
113939631240047005_9,794466.9886722334 7083976.238575881
113939631240047005_10,794137.9664711215 7083820.170298164
113939631240047005_11,793850.8066139328 7083620.792191429
113939631240047005_12,793307.0570111661 7083306.650563457
113939631240047005_13,793026.9352287184 7083050.246091837
113939631240047005_14,792944.8293074362 7082966.0469119735
113939631240047005_15,792697.1391328496 7082663.492143563
113939631240047005_16,792444.3016804792 7082418.498914474
113939631240047005_17,791957.1377065415 7082154.820672643
113939631240047005_18,791842.9252579071 7082307.6685872255
113939631240047005_19,791904.8334856073 7082513.697295403
113939631240047005_20,791683.11044656 7082872.573196746
113939631240047005_21,791435.979875051 7082677.884651015
113939631240047005_22,791007.476660827 7082365.755420038
113939631240047005_23,790765.9401504794 7082193.262510839
113939631240047005_24,790477.6132638379 7082175.197147443
113939631240047005_25,790531.8911556227 7082628.120385537
113939631240047005_26,790630.422811287 7083184.996062707
113939631240047005_27,790817.1539706802 7083569.072246882
113939671240047005_1,795719.8319584519 7086040.329956986
113939671240047005_2,795663.774555766 7085874.034950429
113939671240047005_3,795554.990586727 7085556.443953047
113939671240047005_4,795468.3791386229 7085352.50403714
113939671240047005_5,795309.2595765213 7084758.472135809
113939671240047005_6,795249.6578723365 7084612.190884201
113939671240047005_7,795026.3543393994 7084372.815430994
113939671240047005_8,794754.1633678253 7084118.460218157
113939671240047005_9,794466.9886722334 7083976.238575881
113939671240047005_10,794137.9664711215 7083820.170298164
113939671240047005_11,793850.8066139328 7083620.792191429
113939671240047005_12,793307.0570111661 7083306.650563457
113939671240047005_13,793026.9352287184 7083050.246091837
113939671240047005_14,792944.8293074362 7082966.0469119735
113939671240047005_15,792697.1391328496 7082663.492143563
113939671240047005_16,792444.3016804792 7082418.498914474
113939671240047005_17,791957.1377065415 7082154.820672643
113939671240047005_18,791842.9252579071 7082307.6685872255
113939671240047005_19,791904.8334856073 7082513.697295403
113939671240047005_20,791683.11044656 7082872.573196746
113939671240047005_21,791435.979875051 7082677.884651015
113939671240047005_22,791007.476660827 7082365.755420038
113939671240047005_23,790765.9401504794 7082193.262510839
113939671240047005_24,790477.6132638379 7082175.197147443
113939671240047005_25,790531.8911556227 7082628.120385537
113939671240047005_26,790630.422811287 7083184.996062707
113939671240047005_27,790817.1539706802 7083569.072246882
113939679240047005_1,795719.8319584519 7086040.329956986
113939679240047005_2,795663.774555766 7085874.034950429
113939679240047005_3,795554.990586727 7085556.443953047
113939679240047005_4,795468.3791386229 7085352.50403714
113939679240047005_5,795309.2595765213 7084758.472135809
113939679240047005_6,795249.6578723365 7084612.190884201
113939679240047005_7,795026.3543393994 7084372.815430994
113939679240047005_8,794754.1633678253 7084118.460218157
113939679240047005_9,794466.9886722334 7083976.238575881
113939679240047005_10,794137.9664711215 7083820.170298164
113939679240047005_11,793850.8066139328 7083620.792191429
113939679240047005_12,793307.0570111661 7083306.650563457
113939679240047005_13,793026.9352287184 7083050.246091837
