id, location_val
113358191237596501_15,796457.5445038485 7085234.426563291
113358191237596501_16,796536.5281331358 7085489.75558861
113358191237596501_17,796741.5485125215 7085731.443598692
113358191237596501_18,797157.9588525058 7085648.38897573
113358191237596501_19,797624.2443054284 7085458.099153053
113358191237596501_20,798189.2913970195 7085295.452759368
113358191237596501_21,798563.8915854922 7085189.692078818
113358191237596501_22,798662.3781211121 7085466.022478189
113358191237596501_23,798859.891074675 7085632.738718517
113358191237596501_24,799129.5332525657 7085805.762658711
113358191237596501_25,799417.3958583006 7085965.078311549
113358191237596501_26,799646.4899171477 7085870.8416904975
113358191237596501_27,799820.5189735007 7085719.550019972
113358191237596501_28,799885.1005981569 7085927.06819943
113358191237596501_29,800075.2989187844 7086227.036138546
113358191237596501_30,800310.544292122 7086359.36650153
114069798240546002_1,795758.5487842079 7084107.873319582
114069798240546002_2,795742.9901480268 7084483.412377037
114069798240546002_3,795529.5948019947 7084617.8759763865
114069798240546002_4,795249.6578723365 7084612.190884201
114069798240546002_5,795026.3543393994 7084372.815430994
114069798240546002_6,794994.508096558 7084071.605827042
114069798240546002_7,795325.4857625476 7083764.664769212
114069798240546002_8,795511.1919509473 7083604.0791716585
114069798240546002_9,795689.9400860432 7083438.252338586
114069798240546002_10,795861.3117147079 7083611.540921
114069798240546002_11,796039.0397187134 7083882.26832144
114069798240546002_12,796134.8676359624 7084194.509522087
114069798240546002_13,796276.2698923622 7084650.016310707
114069798240546002_14,796383.9222589042 7084970.6082186075
114069798240546002_15,796457.5445038485 7085234.426563291
114069798240546002_16,796536.5281331358 7085489.75558861
114069798240546002_17,796597.5170527536 7085687.805985882
114069798240546002_18,796779.712093383 7086215.17163047
114069798240546002_19,797021.9777269061 7086438.790734893
114069798240546002_20,797318.6548559349 7086494.693289463
114069798240546002_21,797393.9462788766 7086259.882244275
114069798240546002_22,797386.5815109505 7085987.05979218
114069798240546002_23,797271.9381982026 7085679.36435494
114069798240546002_24,797237.9470051171 7084906.1852522185
114069798240546002_25,797418.1267931606 7085034.529522357
114069798240546002_26,797596.4521270004 7085034.640860596
114069798240546002_27,797624.2443054284 7085458.099153053
114069798240546002_28,798189.2913970195 7085295.452759368
114069798240546002_29,798563.8915854922 7085189.692078818
114069798240546002_30,798662.3781211121 7085466.022478189
114069798240546002_31,798859.891074675 7085632.738718517
114069798240546002_32,799129.5332525657 7085805.762658711
114069798240546002_33,799417.3958583006 7085965.078311549
114069798240546002_34,799646.4899171477 7085870.8416904975
114069798240546002_35,799820.5189735007 7085719.550019972
114069798240546002_36,799885.1005981569 7085927.06819943
114069798240546002_37,800075.2989187844 7086227.036138546
114069798240546002_38,800310.544292122 7086359.36650153
114069798240546002_39,800039.202985403 7086229.397791874
114069802240546002_1,795758.5487842079 7084107.873319582
114069802240546002_2,795742.9901480268 7084483.412377037
114069802240546002_3,795529.5948019947 7084617.8759763865
114069802240546002_4,795249.6578723365 7084612.190884201
114069802240546002_5,795026.3543393994 7084372.815430994
114069802240546002_6,794994.508096558 7084071.605827042
114069802240546002_7,795325.4857625476 7083764.664769212
114069802240546002_8,795511.1919509473 7083604.0791716585
114069802240546002_9,795689.9400860432 7083438.252338586
114069802240546002_10,795861.3117147079 7083611.540921
114069802240546002_11,796039.0397187134 7083882.26832144
114069802240546002_12,796134.8676359624 7084194.509522087
114069802240546002_13,796276.2698923622 7084650.016310707
114069802240546002_14,796383.9222589042 7084970.6082186075
114069802240546002_15,796457.5445038485 7085234.426563291
114069802240546002_16,796536.5281331358 7085489.75558861
114069802240546002_17,796597.5170527536 7085687.805985882
114069802240546002_18,796779.712093383 7086215.17163047
114069802240546002_19,797021.9777269061 7086438.790734893
114069802240546002_20,797318.6548559349 7086494.693289463
114069802240546002_21,797393.9462788766 7086259.882244275
114069802240546002_22,797386.5815109505 7085987.05979218
114069802240546002_23,797271.9381982026 7085679.36435494
114069802240546002_24,797237.9470051171 7084906.1852522185
114069802240546002_25,797418.1267931606 7085034.529522357
114069802240546002_26,797596.4521270004 7085034.640860596
114069802240546002_27,797624.2443054284 7085458.099153053
114069802240546002_28,798189.2913970195 7085295.452759368
114069802240546002_29,798563.8915854922 7085189.692078818
114069802240546002_30,798662.3781211121 7085466.022478189
114069802240546002_31,798859.891074675 7085632.738718517
114069802240546002_32,799129.5332525657 7085805.762658711
114069802240546002_33,799417.3958583006 7085965.078311549
114069802240546002_34,799646.4899171477 7085870.8416904975
114069802240546002_35,799820.5189735007 7085719.550019972
114069802240546002_36,799885.1005981569 7085927.06819943
114069802240546002_37,800075.2989187844 7086227.036138546
114069802240546002_38,800310.544292122 7086359.36650153
114069806240546002_1,795758.5487842079 7084107.873319582
114069806240546002_2,795742.9901480268 7084483.412377037
114069806240546002_3,795529.5948019947 7084617.8759763865
114069806240546002_4,795249.6578723365 7084612.190884201
114069806240546002_5,795026.3543393994 7084372.815430994
114069806240546002_6,794994.508096558 7084071.605827042
114069806240546002_7,795325.4857625476 7083764.664769212
114069806240546002_8,795511.1919509473 7083604.0791716585
114069806240546002_9,795689.9400860432 7083438.252338586
114069806240546002_10,795861.3117147079 7083611.540921
114069806240546002_11,796039.0397187134 7083882.26832144
114069806240546002_12,796134.8676359624 7084194.509522087
114069806240546002_13,796276.2698923622 7084650.016310707
114069806240546002_14,796383.9222589042 7084970.6082186075
114069806240546002_15,796457.5445038485 7085234.426563291
114069806240546002_16,796536.5281331358 7085489.75558861
114069806240546002_17,796597.5170527536 7085687.805985882
114069806240546002_18,796779.712093383 7086215.17163047
114069806240546002_19,797021.9777269061 7086438.790734893
114069806240546002_20,797318.6548559349 7086494.693289463
114069806240546002_21,797393.9462788766 7086259.882244275
114069806240546002_22,797386.5815109505 7085987.05979218
114069806240546002_23,797271.9381982026 7085679.36435494
114069806240546002_24,797237.9470051171 7084906.1852522185
114069806240546002_25,797418.1267931606 7085034.529522357
114069806240546002_26,797596.4521270004 7085034.640860596
114069806240546002_27,797624.2443054284 7085458.099153053
114069806240546002_28,798189.2913970195 7085295.452759368
114069806240546002_29,798563.8915854922 7085189.692078818
114069806240546002_30,798662.3781211121 7085466.022478189
114069806240546002_31,798859.891074675 7085632.738718517
114069806240546002_32,799129.5332525657 7085805.762658711
114069806240546002_33,799417.3958583006 7085965.078311549
114069806240546002_34,799646.4899171477 7085870.8416904975
114069806240546002_35,799820.5189735007 7085719.550019972
114069806240546002_36,799885.1005981569 7085927.06819943
114069806240546002_37,800075.2989187844 7086227.036138546
114069806240546002_38,800310.544292122 7086359.36650153
114083604240616503_1,795758.5487842079 7084107.873319582
114083604240616503_2,795742.9901480268 7084483.412377037
114083604240616503_3,795529.5948019947 7084617.8759763865
114083604240616503_4,795249.6578723365 7084612.190884201
114083604240616503_5,795026.3543393994 7084372.815430994
114083604240616503_6,794994.508096558 7084071.605827042
114083604240616503_7,795325.4857625476 7083764.664769212
114083604240616503_8,795511.1919509473 7083604.0791716585
114083604240616503_9,795689.9400860432 7083438.252338586
114083604240616503_10,795861.3117147079 7083611.540921
114083604240616503_11,796039.0397187134 7083882.26832144
114083604240616503_12,796134.8676359624 7084194.509522087
114083604240616503_13,796276.2698923622 7084650.016310707
114083604240616503_14,796383.9222589042 7084970.6082186075
114083604240616503_15,796457.5445038485 7085234.426563291
114083604240616503_16,796536.5281331358 7085489.75558861
114083604240616503_17,796597.5170527536 7085687.805985882
114083604240616503_18,796779.712093383 7086215.17163047
114083604240616503_19,797021.9777269061 7086438.790734893
114083604240616503_20,797318.6548559349 7086494.693289463
114083604240616503_21,797393.9462788766 7086259.882244275
114083604240616503_22,797386.5815109505 7085987.05979218
114083604240616503_23,797271.9381982026 7085679.36435494
114083604240616503_24,797624.2443054284 7085458.099153053
114083604240616503_25,798189.2913970195 7085295.452759368
114083604240616503_26,798563.8915854922 7085189.692078818
114083604240616503_27,798662.3781211121 7085466.022478189
114083604240616503_28,798859.891074675 7085632.738718517
114083604240616503_29,799129.5332525657 7085805.762658711
114083604240616503_30,799417.3958583006 7085965.078311549
114083604240616503_31,799646.4899171477 7085870.8416904975
114083604240616503_32,799820.5189735007 7085719.550019972
114083604240616503_33,799885.1005981569 7085927.06819943
114083604240616503_34,800075.2989187844 7086227.036138546
114083604240616503_35,800310.544292122 7086359.36650153
114083605240616503_1,795758.5487842079 7084107.873319582
114083605240616503_2,795742.9901480268 7084483.412377037
114083605240616503_3,795529.5948019947 7084617.8759763865
114083605240616503_4,795249.6578723365 7084612.190884201
114083605240616503_5,795026.3543393994 7084372.815430994
114083605240616503_6,794994.508096558 7084071.605827042
114083605240616503_7,795325.4857625476 7083764.664769212
114083605240616503_8,795511.1919509473 7083604.0791716585
114083605240616503_9,795689.9400860432 7083438.252338586
114083605240616503_10,795861.3117147079 7083611.540921
114083605240616503_11,796039.0397187134 7083882.26832144
114083605240616503_12,796134.8676359624 7084194.509522087
114083605240616503_13,796276.2698923622 7084650.016310707
114083605240616503_14,796383.9222589042 7084970.6082186075
114083605240616503_15,796457.5445038485 7085234.426563291
114083605240616503_16,796536.5281331358 7085489.75558861
114083605240616503_17,796597.5170527536 7085687.805985882
114083605240616503_18,796779.712093383 7086215.17163047
114083605240616503_19,797021.9777269061 7086438.790734893
114083605240616503_20,797318.6548559349 7086494.693289463
114083605240616503_21,797393.9462788766 7086259.882244275
114083605240616503_22,797386.5815109505 7085987.05979218
114083605240616503_23,797271.9381982026 7085679.36435494
114083605240616503_24,797624.2443054284 7085458.099153053
114083605240616503_25,798189.2913970195 7085295.452759368
114083605240616503_26,798563.8915854922 7085189.692078818
114083605240616503_27,798662.3781211121 7085466.022478189
114083605240616503_28,798859.891074675 7085632.738718517
114083605240616503_29,799129.5332525657 7085805.762658711
114083605240616503_30,799417.3958583006 7085965.078311549
114083605240616503_31,799646.4899171477 7085870.8416904975
114083605240616503_32,799820.5189735007 7085719.550019972
114083605240616503_33,799885.1005981569 7085927.06819943
114083605240616503_34,800075.2989187844 7086227.036138546
114083605240616503_35,800310.544292122 7086359.36650153
114083612240616503_1,795758.5487842079 7084107.873319582
114083612240616503_2,795742.9901480268 7084483.412377037
114083612240616503_3,795529.5948019947 7084617.8759763865
114083612240616503_4,795249.6578723365 7084612.190884201
114083612240616503_5,795026.3543393994 7084372.815430994
114083612240616503_6,794994.508096558 7084071.605827042
114083612240616503_7,795325.4857625476 7083764.664769212
114083612240616503_8,795511.1919509473 7083604.0791716585
114083612240616503_9,795689.9400860432 7083438.252338586
114083612240616503_10,795861.3117147079 7083611.540921
114083612240616503_11,796039.0397187134 7083882.26832144
114083612240616503_12,796134.8676359624 7084194.509522087
114083612240616503_13,796276.2698923622 7084650.016310707
114083612240616503_14,796383.9222589042 7084970.6082186075
114083612240616503_15,796457.5445038485 7085234.426563291
114083612240616503_16,796536.5281331358 7085489.75558861
114083612240616503_17,796597.5170527536 7085687.805985882
114083612240616503_18,796779.712093383 7086215.17163047
114083612240616503_19,797021.9777269061 7086438.790734893
114083612240616503_20,797318.6548559349 7086494.693289463
114083612240616503_21,797393.9462788766 7086259.882244275
114083612240616503_22,797386.5815109505 7085987.05979218
114083612240616503_23,797271.9381982026 7085679.36435494
114083612240616503_24,797624.2443054284 7085458.099153053
114083612240616503_25,798189.2913970195 7085295.452759368
114083612240616503_26,798563.8915854922 7085189.692078818
114083612240616503_27,798662.3781211121 7085466.022478189
114083612240616503_28,798859.891074675 7085632.738718517
114083612240616503_29,799129.5332525657 7085805.762658711
114083612240616503_30,799417.3958583006 7085965.078311549
114083612240616503_31,799646.4899171477 7085870.8416904975
114083612240616503_32,799820.5189735007 7085719.550019972
114083612240616503_33,799885.1005981569 7085927.06819943
114083612240616503_34,800075.2989187844 7086227.036138546
114083612240616503_35,800310.544292122 7086359.36650153
114083612240616503_36,800039.202985403 7086229.397791874
113358203237596501_1,800039.202985403 7086229.397791874
113358203237596501_2,799901.6664636735 7086010.533968776
113358203237596501_3,799768.498831978 7085712.597759251
113358203237596501_4,799653.1846423262 7085891.028932738
113358203237596501_5,799407.1471019869 7085977.939241388
113358203237596501_6,799092.5356727905 7085799.1955739
113358203237596501_7,798846.7515869276 7085641.53583218
113358203237596501_8,798599.8876975813 7085368.7045304505
113358203237596501_9,798573.5717551641 7085208.927219266
113358203237596501_10,798110.8443828903 7085366.31249856
113358203237596501_11,797681.1941412464 7085526.211334336
113358203237596501_12,797203.1385423391 7085643.1570605375
113358203237596501_13,796726.9593261562 7085706.1061626
113358203237596501_14,796518.404683776 7085480.968712816
113358203237596501_15,796443.506123244 7085234.183490155
113358203237596501_16,796361.5662018469 7084990.176992999
113358203237596501_17,796259.7694639857 7084620.634147142
113358203237596501_18,796052.3413465648 7084269.339954848
113358203237596501_19,795924.6887293854 7084177.843446309
113358203237596501_20,795758.5487842079 7084107.873319582
113358205237596501_1,800039.202985403 7086229.397791874
113358205237596501_2,799901.6664636735 7086010.533968776
113358205237596501_3,799768.498831978 7085712.597759251
113358205237596501_4,799653.1846423262 7085891.028932738
113358205237596501_5,799407.1471019869 7085977.939241388
113358205237596501_6,799092.5356727905 7085799.1955739
113358205237596501_7,798846.7515869276 7085641.53583218
113358205237596501_8,798599.8876975813 7085368.7045304505
113358205237596501_9,798573.5717551641 7085208.927219266
113358205237596501_10,798110.8443828903 7085366.31249856
113358205237596501_11,797681.1941412464 7085526.211334336
113358205237596501_12,797203.1385423391 7085643.1570605375
113358205237596501_13,796726.9593261562 7085706.1061626
113358205237596501_14,796518.404683776 7085480.968712816
113358205237596501_15,796443.506123244 7085234.183490155
113358205237596501_16,796361.5662018469 7084990.176992999
113358205237596501_17,796259.7694639857 7084620.634147142
113358205237596501_18,796052.3413465648 7084269.339954848
113358205237596501_19,795924.6887293854 7084177.843446309
113358205237596501_20,795758.5487842079 7084107.873319582
114069793240546002_1,800039.202985403 7086229.397791874
114069793240546002_2,799901.6664636735 7086010.533968776
114069793240546002_3,799768.498831978 7085712.597759251
114069793240546002_4,799653.1846423262 7085891.028932738
114069793240546002_5,799407.1471019869 7085977.939241388
114069793240546002_6,799092.5356727905 7085799.1955739
114069793240546002_7,798846.7515869276 7085641.53583218
114069793240546002_8,798599.8876975813 7085368.7045304505
114069793240546002_9,798573.5717551641 7085208.927219266
114069793240546002_10,798110.8443828903 7085366.31249856
114069793240546002_11,797681.1941412464 7085526.211334336
114069793240546002_12,797414.9456027158 7084986.424359602
114069793240546002_13,797223.9669859667 7085226.011394733
114069793240546002_14,797292.6098048113 7085643.158381359
114069793240546002_15,797414.4614939715 7085998.584402592
114069793240546002_16,797422.2727794313 7086217.567149082
114069793240546002_17,797341.1087403009 7086517.828881531
114069793240546002_18,796989.318699778 7086414.140915476
114069793240546002_19,796764.6663741332 7086191.832706411
114069793240546002_20,796595.7400126935 7085704.832316609
114069793240546002_21,796518.404683776 7085480.968712816
114069793240546002_22,796443.506123244 7085234.183490155
114069793240546002_23,796361.5662018469 7084990.176992999
114069793240546002_24,796259.7694639857 7084620.634147142
114069793240546002_25,796052.3413465648 7084269.339954848
114069793240546002_26,795924.6887293854 7084177.843446309
114069793240546002_27,795758.5487842079 7084107.873319582
114069794240546002_1,800039.202985403 7086229.397791874
114069794240546002_2,799901.6664636735 7086010.533968776
114069794240546002_3,799768.498831978 7085712.597759251
114069794240546002_4,799653.1846423262 7085891.028932738
114069794240546002_5,799407.1471019869 7085977.939241388
114069794240546002_6,799092.5356727905 7085799.1955739
114069794240546002_7,798846.7515869276 7085641.53583218
114069794240546002_8,798599.8876975813 7085368.7045304505
114069794240546002_9,798573.5717551641 7085208.927219266
114069794240546002_10,798110.8443828903 7085366.31249856
114069794240546002_11,797681.1941412464 7085526.211334336
114069794240546002_12,797414.9456027158 7084986.424359602
114069794240546002_13,797223.9669859667 7085226.011394733
114069794240546002_14,797292.6098048113 7085643.158381359
114069794240546002_15,797414.4614939715 7085998.584402592
114069794240546002_16,797422.2727794313 7086217.567149082
114069794240546002_17,797341.1087403009 7086517.828881531
114069794240546002_18,796989.318699778 7086414.140915476
114069794240546002_19,796764.6663741332 7086191.832706411
114069794240546002_20,796595.7400126935 7085704.832316609
114069794240546002_21,796518.404683776 7085480.968712816
114069794240546002_22,796443.506123244 7085234.183490155
114069794240546002_23,796361.5662018469 7084990.176992999
114069794240546002_24,796259.7694639857 7084620.634147142
114069794240546002_25,796052.3413465648 7084269.339954848
114069794240546002_26,795924.6887293854 7084177.843446309
114069794240546002_27,795758.5487842079 7084107.873319582
114069797240546002_1,800039.202985403 7086229.397791874
114069797240546002_2,799901.6664636735 7086010.533968776
114069797240546002_3,799768.498831978 7085712.597759251
114069797240546002_4,799653.1846423262 7085891.028932738
114069797240546002_5,799407.1471019869 7085977.939241388
114069797240546002_6,799092.5356727905 7085799.1955739
114069797240546002_7,798846.7515869276 7085641.53583218
114069797240546002_8,798599.8876975813 7085368.7045304505
114069797240546002_9,798573.5717551641 7085208.927219266
114069797240546002_10,798110.8443828903 7085366.31249856
114069797240546002_11,797681.1941412464 7085526.211334336
114069797240546002_12,797414.9456027158 7084986.424359602
114069797240546002_13,797223.9669859667 7085226.011394733
114069797240546002_14,797292.6098048113 7085643.158381359
114069797240546002_15,797414.4614939715 7085998.584402592
114069797240546002_16,797422.2727794313 7086217.567149082
114069797240546002_17,797341.1087403009 7086517.828881531
114069797240546002_18,796989.318699778 7086414.140915476
114069797240546002_19,796764.6663741332 7086191.832706411
114069797240546002_20,796595.7400126935 7085704.832316609
114069797240546002_21,796518.404683776 7085480.968712816
114069797240546002_22,796443.506123244 7085234.183490155
114069797240546002_23,796361.5662018469 7084990.176992999
114069797240546002_24,796259.7694639857 7084620.634147142
114069797240546002_25,796052.3413465648 7084269.339954848
114069797240546002_26,795924.6887293854 7084177.843446309
114083617240616503_1,800039.202985403 7086229.397791874
114083617240616503_2,799901.6664636735 7086010.533968776
114083617240616503_3,799768.498831978 7085712.597759251
114083617240616503_4,799653.1846423262 7085891.028932738
114083617240616503_5,799407.1471019869 7085977.939241388
114083617240616503_6,799092.5356727905 7085799.1955739
114083617240616503_7,798846.7515869276 7085641.53583218
114083617240616503_8,798599.8876975813 7085368.7045304505
114083617240616503_9,798573.5717551641 7085208.927219266
114083617240616503_10,798110.8443828903 7085366.31249856
114083617240616503_11,797681.1941412464 7085526.211334336
114083617240616503_12,797292.6098048113 7085643.158381359
114083617240616503_13,797414.4614939715 7085998.584402592
114083617240616503_14,797422.2727794313 7086217.567149082
114083617240616503_15,797341.1087403009 7086517.828881531
114083617240616503_16,796989.318699778 7086414.140915476
114083617240616503_17,796764.6663741332 7086191.832706411
114083617240616503_18,796595.7400126935 7085704.832316609
114083617240616503_19,796518.404683776 7085480.968712816
114083617240616503_20,796443.506123244 7085234.183490155
114083617240616503_21,796361.5662018469 7084990.176992999
114083617240616503_22,796259.7694639857 7084620.634147142
114083617240616503_23,796052.3413465648 7084269.339954848
114083617240616503_24,795924.6887293854 7084177.843446309
114083617240616503_25,795758.5487842079 7084107.873319582
114083619240616503_1,800039.202985403 7086229.397791874
114083619240616503_2,799901.6664636735 7086010.533968776
114083619240616503_3,799768.498831978 7085712.597759251
114083619240616503_4,799653.1846423262 7085891.028932738
114083619240616503_5,799407.1471019869 7085977.939241388
114083619240616503_6,799092.5356727905 7085799.1955739
114083619240616503_7,798846.7515869276 7085641.53583218
114083619240616503_8,798599.8876975813 7085368.7045304505
114083619240616503_9,798573.5717551641 7085208.927219266
114083619240616503_10,798110.8443828903 7085366.31249856
114083619240616503_11,797681.1941412464 7085526.211334336
114083619240616503_12,797292.6098048113 7085643.158381359
114083619240616503_13,797414.4614939715 7085998.584402592
114083619240616503_14,797422.2727794313 7086217.567149082
114083619240616503_15,797341.1087403009 7086517.828881531
114083619240616503_16,796989.318699778 7086414.140915476
114083619240616503_17,796764.6663741332 7086191.832706411
114083619240616503_18,796595.7400126935 7085704.832316609
114083619240616503_19,796518.404683776 7085480.968712816
114083619240616503_20,796443.506123244 7085234.183490155
114083619240616503_21,796361.5662018469 7084990.176992999
114083619240616503_22,796259.7694639857 7084620.634147142
114083619240616503_23,796052.3413465648 7084269.339954848
114083619240616503_24,795924.6887293854 7084177.843446309
114083619240616503_25,795758.5487842079 7084107.873319582
113358188237596501_1,795758.5487842079 7084107.873319582
113358188237596501_2,795742.9901480268 7084483.412377037
113358188237596501_3,795529.5948019947 7084617.8759763865
113358188237596501_4,795249.6578723365 7084612.190884201
113358188237596501_5,795026.3543393994 7084372.815430994
113358188237596501_6,794994.508096558 7084071.605827042
113358188237596501_7,795325.4857625476 7083764.664769212
113358188237596501_8,795511.1919509473 7083604.0791716585
113358188237596501_9,795689.9400860432 7083438.252338586
113358188237596501_10,795712.6484234505 7082995.618834476
113358188237596501_11,796199.8192080007 7083334.881924036
113358188237596501_12,796357.1444161071 7083470.708519494
113358188237596501_13,796596.3343563727 7083240.516819523
113358188237596501_14,796869.8295250294 7083015.725698403
113358188237596501_15,797200.7418934554 7083001.421339973
113358188237596501_16,797458.5330708624 7083046.948771093
113358188237596501_17,797522.1934803055 7083249.508613882
113358188237596501_18,797577.8984352334 7083502.98903819
113358188237596501_19,797653.5621800511 7083704.758704382
113358188237596501_20,797861.781031352 7083407.857134338
113358188237596501_21,798299.3098578316 7083278.993532096
113358188237596501_22,798700.839440313 7083414.183666388
113358188237596501_23,799382.4066975742 7083179.47727294
113358188237596501_24,799724.8312799694 7083082.139829663
113358188237596501_25,800247.7146412532 7082921.846712412
113358188237596501_26,800711.2945027619 7082946.927642542
113358188237596501_27,801080.3626796715 7082756.844621931
113358189237596501_1,801080.3626796715 7082756.844621931
113358189237596501_2,800878.1766165053 7082970.793192314
113358189237596501_3,800264.8812425626 7082972.210771787
113358189237596501_4,799905.7008129236 7083109.348129411
113358189237596501_5,799232.3449499256 7083289.399474834
113358189237596501_6,798679.0992748077 7083457.945414702
113358189237596501_7,798282.0018905815 7083295.744895799
113358189237596501_8,797819.5159382207 7083438.998722494
113358189237596501_9,797721.8951529107 7083579.647844886
113358189237596501_10,797634.2169681798 7083781.565190355
113358189237596501_11,797578.2188961504 7083541.121347773
113358189237596501_12,797416.860763894 7083197.611182487
113358189237596501_13,797033.2570201461 7083011.545717906
113358189237596501_14,796753.6109405687 7083069.781376967
113358189237596501_15,796603.2164425214 7083246.656088503
113358189237596501_16,796430.008539031 7083457.476465652
113358189237596501_17,795658.1571609183 7083019.877700743
113358189237596501_18,795661.6248867444 7083377.120613752
113358189237596501_19,795891.8005813815 7083759.443798043
113358189237596501_20,795758.5487842079 7084107.873319582
113358197237596501_1,799232.3449499256 7083289.399474834
113358197237596501_2,798679.0992748077 7083457.945414702
113358197237596501_3,798282.0018905815 7083295.744895799
113358197237596501_4,797819.5159382207 7083438.998722494
113358197237596501_5,797721.8951529107 7083579.647844886
113358197237596501_6,797634.2169681798 7083781.565190355
113358197237596501_7,797578.2188961504 7083541.121347773
113358197237596501_8,797416.860763894 7083197.611182487
113358197237596501_9,797033.2570201461 7083011.545717906
113358197237596501_10,796753.6109405687 7083069.781376967
113358197237596501_11,796603.2164425214 7083246.656088503
113358197237596501_12,796430.008539031 7083457.476465652
113358197237596501_13,795658.1571609183 7083019.877700743
113358197237596501_14,795661.6248867444 7083377.120613752
113358197237596501_15,795891.8005813815 7083759.443798043
113358197237596501_16,795758.5487842079 7084107.873319582
113359062237604501_1,795834.5437939115 7084117.206678363
113359062237604501_2,795742.9901480268 7084483.412377037
113359062237604501_3,795529.5948019947 7084617.8759763865
113359062237604501_4,795249.6578723365 7084612.190884201
113359062237604501_5,795026.3543393994 7084372.815430994
113359062237604501_6,794994.508096558 7084071.605827042
113359062237604501_7,795325.4857625476 7083764.664769212
113359062237604501_8,795511.1919509473 7083604.0791716585
113359062237604501_9,795689.9400860432 7083438.252338586
113359062237604501_10,795712.6484234505 7082995.618834476
113359062237604501_11,796199.8192080007 7083334.881924036
113359062237604501_12,796357.1444161071 7083470.708519494
113359062237604501_13,796596.3343563727 7083240.516819523
113359062237604501_14,796849.1851640969 7082932.20242669
113359062237604501_15,797041.8915963607 7082685.950474053
113359062237604501_16,797317.2135178976 7082355.085383877
113359062237604501_17,797554.7238901821 7082064.4858325645
113359062237604501_18,797839.1782469741 7081723.663652746
113359062237604501_19,798062.4273031235 7081447.998176264
113359062237604501_20,798312.281310258 7081026.44078503
113359062237604501_21,798187.604752684 7080815.780025742
113359062237604501_22,798368.2485305932 7080339.946725372
113359062237604501_23,798651.5550740694 7080183.422486171
113359062237604501_24,799106.5882986361 7080122.153799921
113359062237604501_25,799345.4701805077 7079634.236301568
113359062237604501_26,799567.1198622191 7079393.611356174
113359062237604501_27,799760.2595567582 7079349.79756888
113359062237604501_28,799902.8953126933 7079041.668526145
113359062237604501_29,800231.9112100767 7078907.001964768
113359074237604501_1,795834.5437939115 7084117.206678363
113359074237604501_2,795742.9901480268 7084483.412377037
113359074237604501_3,795529.5948019947 7084617.8759763865
113359074237604501_4,795249.6578723365 7084612.190884201
113359074237604501_5,795026.3543393994 7084372.815430994
113359074237604501_6,794994.508096558 7084071.605827042
113359074237604501_7,795325.4857625476 7083764.664769212
113359074237604501_8,795511.1919509473 7083604.0791716585
113359074237604501_9,795689.9400860432 7083438.252338586
113359074237604501_10,795712.6484234505 7082995.618834476
113359074237604501_11,796199.8192080007 7083334.881924036
113359074237604501_12,796357.1444161071 7083470.708519494
113359074237604501_13,796596.3343563727 7083240.516819523
113359074237604501_14,796849.1851640969 7082932.20242669
113359074237604501_15,797041.8915963607 7082685.950474053
113359074237604501_16,797317.2135178976 7082355.085383877
113359074237604501_17,797554.7238901821 7082064.4858325645
113359074237604501_18,797839.1782469741 7081723.663652746
113359074237604501_19,798062.4273031235 7081447.998176264
113359074237604501_20,798312.281310258 7081026.44078503
113359074237604501_21,798187.604752684 7080815.780025742
113359074237604501_22,798368.2485305932 7080339.946725372
113359074237604501_23,798651.5550740694 7080183.422486171
113359074237604501_24,799106.5882986361 7080122.153799921
113359074237604501_25,799345.4701805077 7079634.236301568
113359074237604501_26,799567.1198622191 7079393.611356174
113359074237604501_27,799760.2595567582 7079349.79756888
113359074237604501_28,799902.8953126933 7079041.668526145
113359074237604501_29,800231.9112100767 7078907.001964768
113359077237604501_1,795834.5437939115 7084117.206678363
113359077237604501_2,795742.9901480268 7084483.412377037
113359077237604501_3,795529.5948019947 7084617.8759763865
113359077237604501_4,795249.6578723365 7084612.190884201
113359077237604501_5,795026.3543393994 7084372.815430994
113359077237604501_6,794994.508096558 7084071.605827042
113359077237604501_7,795325.4857625476 7083764.664769212
113359077237604501_8,795511.1919509473 7083604.0791716585
113359077237604501_9,795689.9400860432 7083438.252338586
113359077237604501_10,795712.6484234505 7082995.618834476
113359077237604501_11,796199.8192080007 7083334.881924036
113359077237604501_12,796357.1444161071 7083470.708519494
113359077237604501_13,796596.3343563727 7083240.516819523
113359077237604501_14,796849.1851640969 7082932.20242669
113359077237604501_15,797041.8915963607 7082685.950474053
113359077237604501_16,797317.2135178976 7082355.085383877
113359077237604501_17,797554.7238901821 7082064.4858325645
113359077237604501_18,797839.1782469741 7081723.663652746
113359077237604501_19,798062.4273031235 7081447.998176264
113359077237604501_20,798312.281310258 7081026.44078503
113359077237604501_21,798187.604752684 7080815.780025742
113359078237604501_1,798187.604752684 7080815.780025742
113359078237604501_2,798368.2485305932 7080339.946725372
113359078237604501_3,798651.5550740694 7080183.422486171
113359078237604501_4,799106.5882986361 7080122.153799921
113359078237604501_5,799345.4701805077 7079634.236301568
113359078237604501_6,799567.1198622191 7079393.611356174
113359078237604501_7,799760.2595567582 7079349.79756888
113359078237604501_8,799902.8953126933 7079041.668526145
113359078237604501_9,800231.9112100767 7078907.001964768
113359084237604501_1,800238.5965904959 7078924.177852998
113359084237604501_2,799872.0203182455 7079089.161408313
113359084237604501_3,799785.9949605569 7079368.317128911
